 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Day                kSOM               kPOM1               kPOM2                kPOM                kMOM                kQOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE                rNH4                fDOM       fNO3_Leaching        GPPscaler_VG             EA_POM1             EA_POM2              EA_MOM             EA_NFix              EA_Nit        EA_Denit_NO3        EA_Denit_NO2         EA_Denit_NO        EA_Denit_N2O               kNFix                kNit          kDenit_NO3          kDenit_NO2           kDenit_NO          kDenit_N2O              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20050527        0.133000E-04        0.401000E-05        0.971667E-04        0.379958E-04        0.720000E-05        0.721625E-05        0.190875E+01        0.305833E-02        0.409042E-02        0.373542E-04        0.868375E-05        0.189442E-02        0.181200E-02        0.423458E+00        0.700000E+00       -0.787558E-01        0.154042E-03        0.650000E+00        0.100000E+01        0.000000E+00        0.158733E+01        0.161000E-03        0.400000E-03        0.287000E-02        0.303542E-07        0.168667E-05        0.000000E+00        0.000000E+00        0.793958E-10        0.000000E+00        0.168000E-07        0.741458E-03        0.000000E+00        0.000000E+00        0.664333E-07        0.000000E+00        0.166046E-16        0.132000E+01        0.132000E+01        0.754417E-04        0.619500E-04        0.106000E+02        0.100000E+00       -0.177000E+00        0.564000E+01
  20050528        0.128000E-04        0.385542E-05        0.937000E-04        0.366583E-04        0.689000E-05        0.690708E-05        0.175292E+01        0.313333E-02        0.420583E-02        0.296917E-04        0.132837E-04        0.201192E-02        0.218529E-02        0.457583E+00        0.700042E+00       -0.111250E-02        0.155250E-03        0.650000E+00        0.100000E+01        0.000000E+00        0.224954E+01        0.151000E-03        0.377000E-03        0.268000E-02        0.292875E-07        0.155958E-05        0.000000E+00        0.000000E+00        0.725208E-10        0.000000E+00        0.160000E-07        0.693542E-03        0.000000E+00        0.000000E+00        0.622292E-07        0.000000E+00       -0.157485E-16        0.132000E+01        0.132000E+01        0.982750E-04        0.658833E-04        0.100000E+02        0.970000E-01       -0.206000E+00        0.564000E+01
  20050529        0.134417E-04        0.404208E-05        0.980000E-04        0.384458E-04        0.727000E-05        0.729000E-05        0.190167E+01        0.309375E-02        0.414125E-02        0.408167E-04        0.735958E-05        0.192079E-02        0.192496E-02        0.428542E+00        0.701000E+00       -0.568750E-01        0.162375E-03        0.650000E+00        0.100000E+01        0.000000E+00        0.185758E+01        0.162000E-03        0.404000E-03        0.290000E-02        0.305708E-07        0.173125E-05        0.000000E+00        0.000000E+00        0.801708E-10        0.000000E+00        0.168792E-07        0.759667E-03        0.000000E+00        0.000000E+00        0.670792E-07        0.000000E+00       -0.284167E-17        0.132000E+01        0.132000E+01        0.819379E-04        0.630250E-04        0.106000E+02        0.101000E+00       -0.168000E+00        0.564000E+01
  20050530        0.141542E-04        0.425000E-05        0.103000E-03        0.403417E-04        0.768083E-05        0.770000E-05        0.190708E+01        0.334917E-02        0.447292E-02        0.558500E-04        0.348250E-05        0.208412E-02        0.206175E-02        0.440250E+00        0.701125E+00       -0.607592E-01        0.161292E-03        0.650000E+00        0.100000E+01        0.000000E+00        0.198192E+01        0.174208E-03        0.433000E-03        0.314000E-02        0.318917E-07        0.194167E-05        0.000000E+00        0.000000E+00        0.894875E-10        0.000000E+00        0.178000E-07        0.841792E-03        0.000000E+00        0.000000E+00        0.730625E-07        0.000000E+00        0.423333E-17        0.132000E+01        0.132000E+01        0.882167E-04        0.684250E-04        0.111000E+02        0.106000E+00       -0.134000E+00        0.564000E+01
  20050531        0.148583E-04        0.451000E-05        0.107000E-03        0.421250E-04        0.813000E-05        0.814625E-05        0.190875E+01        0.394667E-02        0.523208E-02        0.690250E-04        0.200917E-05        0.247892E-02        0.250992E-02        0.466792E+00        0.701500E+00       -0.451750E-01        0.161875E-03        0.650000E+00        0.100000E+01        0.000000E+00        0.285625E+01        0.194375E-03        0.473000E-03        0.349083E-02        0.345833E-07        0.222417E-05        0.000000E+00        0.000000E+00        0.102000E-09        0.000000E+00        0.198917E-07        0.946333E-03        0.000000E+00        0.000000E+00        0.792000E-07        0.000000E+00        0.172708E-16        0.132000E+01        0.132000E+01        0.112992E-03        0.813042E-04        0.122000E+02        0.110000E+00       -0.114000E+00        0.564000E+01
  20050601        0.152292E-04        0.464333E-05        0.109000E-03        0.430417E-04        0.835042E-05        0.837000E-05        0.190083E+01        0.431375E-02        0.569500E-02        0.757458E-04        0.154387E-05        0.273063E-02        0.285383E-02        0.483625E+00        0.702750E+00       -0.257458E-01        0.166083E-03        0.649375E+00        0.100000E+01        0.000000E+00        0.387733E+01        0.205000E-03        0.493000E-03        0.368000E-02        0.360875E-07        0.238417E-05        0.000000E+00        0.000000E+00        0.108500E-09        0.000000E+00        0.214583E-07        0.102208E-02        0.000000E+00        0.000000E+00        0.822583E-07        0.000000E+00        0.439833E-17        0.132000E+01        0.132000E+01        0.132362E-03        0.897250E-04        0.128000E+02        0.112000E+00       -0.106000E+00        0.564000E+01
  20050602        0.152000E-04        0.463000E-05        0.108000E-03        0.428625E-04        0.830833E-05        0.832375E-05        0.207583E+01        0.389000E-02        0.513667E-02        0.670042E-04        0.191500E-05        0.230792E-02        0.212846E-02        0.436083E+00        0.703125E+00       -0.103225E+00        0.165917E-03        0.649000E+00        0.100000E+01        0.000000E+00        0.197025E+01        0.204792E-03        0.490000E-03        0.366000E-02        0.362208E-07        0.236500E-05        0.000000E+00        0.000000E+00        0.107000E-09        0.000000E+00        0.219542E-07        0.103417E-02        0.000000E+00        0.000000E+00        0.809250E-07        0.000000E+00        0.125583E-16        0.132000E+01        0.132000E+01        0.899167E-04        0.758458E-04        0.128000E+02        0.111000E+00       -0.110000E+00        0.564000E+01
  20050603        0.159000E-04        0.479042E-05        0.113000E-03        0.448458E-04        0.869000E-05        0.870958E-05        0.215833E+01        0.366583E-02        0.484083E-02        0.699292E-04        0.787958E-06        0.202921E-02        0.185979E-02        0.410750E+00        0.702417E+00       -0.107237E+00        0.155625E-03        0.648208E+00        0.100000E+01        0.000000E+00        0.154246E+01        0.212000E-03        0.513000E-03        0.383000E-02        0.363333E-07        0.261542E-05        0.000000E+00        0.000000E+00        0.118000E-09        0.000000E+00        0.222083E-07        0.114875E-02        0.000000E+00        0.000000E+00        0.893250E-07        0.000000E+00        0.145013E-16        0.132000E+01        0.132000E+01        0.721679E-04        0.663750E-04        0.128000E+02        0.119000E+00       -0.834000E-01        0.564000E+01
  20050604        0.169417E-04        0.511000E-05        0.120000E-03        0.477083E-04        0.931000E-05        0.933000E-05        0.211208E+01        0.407792E-02        0.536792E-02        0.789375E-04        0.219583E-06        0.236017E-02        0.219029E-02        0.433833E+00        0.701792E+00       -0.998917E-01        0.146167E-03        0.648000E+00        0.100000E+01        0.000000E+00        0.204604E+01        0.231000E-03        0.558000E-03        0.420000E-02        0.378542E-07        0.313500E-05        0.000000E+00        0.000000E+00        0.141000E-09        0.000000E+00        0.236000E-07        0.137125E-02        0.000000E+00        0.000000E+00        0.104417E-06        0.000000E+00       -0.256917E-16        0.132000E+01        0.132000E+01        0.884458E-04        0.768792E-04        0.133000E+02        0.132000E+00       -0.576000E-01        0.564000E+01
  20050605        0.178375E-04        0.534500E-05        0.126000E-03        0.502000E-04        0.979333E-05        0.981333E-05        0.213583E+01        0.399708E-02        0.526375E-02        0.786458E-04        0.595083E-07        0.226908E-02        0.214475E-02        0.425375E+00        0.701000E+00       -0.916638E-01        0.138000E-03        0.647458E+00        0.100000E+01        0.000000E+00        0.205546E+01        0.242000E-03        0.586000E-03        0.442000E-02        0.379667E-07        0.368042E-05        0.625000E-09        0.536750E-11        0.166000E-09        0.635000E-11        0.241750E-07        0.164125E-02        0.404208E-06        0.397125E-08        0.122917E-06        0.460250E-08        0.405833E-18        0.132000E+01        0.132000E+01        0.832750E-04        0.736500E-04        0.133000E+02        0.149000E+00       -0.390000E-01        0.564000E+01
  20050606        0.182000E-04        0.547417E-05        0.128000E-03        0.511542E-04        0.997000E-05        0.999000E-05        0.200750E+01        0.431292E-02        0.568000E-02        0.852458E-04        0.265000E-08        0.256237E-02        0.254896E-02        0.459042E+00        0.701458E+00       -0.617625E-01        0.134708E-03        0.646417E+00        0.100000E+01        0.387000E-03        0.292396E+01        0.248000E-03        0.597000E-03        0.450000E-02        0.380667E-07        0.530333E-05        0.275000E-08        0.299833E-09        0.246000E-09        0.530125E-09        0.251042E-07        0.244000E-02        0.178625E-05        0.221917E-06        0.182000E-06        0.381625E-06       -0.806250E-18        0.132000E+01        0.132000E+01        0.105621E-03        0.831667E-04        0.133000E+02        0.204000E+00       -0.158000E-01        0.564000E+01
  20050607        0.182250E-04        0.548000E-05        0.128000E-03        0.512833E-04        0.997792E-05        0.999833E-05        0.187625E+01        0.465333E-02        0.612833E-02        0.920750E-04        0.112279E-09        0.292404E-02        0.299571E-02        0.495125E+00        0.701958E+00       -0.323625E-01        0.135167E-03        0.644958E+00        0.100000E+01        0.183000E-02        0.373804E+01        0.248000E-03        0.597000E-03        0.450083E-02        0.381375E-07        0.431000E-05        0.557000E-08        0.000000E+00        0.351833E-09        0.123000E-08        0.263542E-07        0.206958E-02        0.366833E-05        0.000000E+00        0.260292E-06        0.871208E-06        0.107004E-16        0.132333E+01        0.132375E+01        0.131479E-03        0.948042E-04        0.133000E+02        0.277000E+00       -0.633000E-02        0.564000E+01
  20050608        0.184458E-04        0.557375E-05        0.129000E-03        0.517500E-04        0.101000E-04        0.101000E-04        0.204708E+01        0.459250E-02        0.602250E-02        0.875250E-04        0.107412E-10        0.271204E-02        0.262412E-02        0.463333E+00        0.702917E+00       -0.746200E-01        0.136083E-03        0.643542E+00        0.100000E+01        0.358000E-02        0.294025E+01        0.259000E-03        0.615000E-03        0.468125E-02        0.397000E-07        0.212000E-05        0.775458E-08        0.000000E+00        0.391708E-09        0.166000E-08        0.287750E-07        0.104375E-02        0.513000E-05        0.000000E+00        0.282917E-06        0.113500E-05       -0.120167E-16        0.132792E+01        0.132792E+01        0.109396E-03        0.879708E-04        0.139000E+02        0.326000E+00       -0.308000E-02        0.564000E+01
  20050609        0.185000E-04        0.559750E-05        0.129000E-03        0.518542E-04        0.101000E-04        0.101750E-04        0.195625E+01        0.481708E-02        0.631750E-02        0.918375E-04        0.131333E-10        0.298367E-02        0.291888E-02        0.486000E+00        0.702917E+00       -0.630725E-01        0.131708E-03        0.642625E+00        0.100000E+01        0.341000E-02        0.345292E+01        0.260000E-03        0.615000E-03        0.469000E-02        0.397000E-07        0.231000E-05        0.758083E-08        0.000000E+00        0.390583E-09        0.166000E-08        0.297542E-07        0.117125E-02        0.510667E-05        0.000000E+00        0.282000E-06        0.113000E-05       -0.140167E-16        0.133000E+01        0.133000E+01        0.126008E-03        0.966083E-04        0.139000E+02        0.322000E+00       -0.331000E-02        0.564000E+01
  20050610        0.187000E-04        0.552458E-05        0.130000E-03        0.522333E-04        0.103000E-04        0.103000E-04        0.209375E+01        0.482708E-02        0.630250E-02        0.887125E-04        0.468208E-11        0.284929E-02        0.264258E-02        0.462083E+00        0.702542E+00       -0.982750E-01        0.125875E-03        0.642000E+00        0.100000E+01        0.412000E-02        0.272496E+01        0.262792E-03        0.633208E-03        0.487000E-02        0.412583E-07        0.160000E-05        0.851833E-08        0.000000E+00        0.349750E-09        0.173000E-08        0.319667E-07        0.820458E-03        0.571625E-05        0.000000E+00        0.246500E-06        0.114000E-05       -0.178833E-16        0.133000E+01        0.133000E+01        0.109054E-03        0.918708E-04        0.144000E+02        0.338000E+00       -0.240000E-02        0.564000E+01
  20050611        0.187000E-04        0.571208E-05        0.130000E-03        0.524000E-04        0.103000E-04        0.103000E-04        0.236083E+01        0.406958E-02        0.531583E-02        0.748083E-04        0.167417E-10        0.195650E-02        0.177988E-02        0.389667E+00        0.701750E+00       -0.111525E+00        0.116875E-03        0.642000E+00        0.100000E+01        0.337000E-02        0.131079E+01        0.271667E-03        0.634000E-03        0.487292E-02        0.412000E-07        0.244792E-05        0.779333E-08        0.000000E+00        0.403250E-09        0.173708E-08        0.323875E-07        0.127542E-02        0.531333E-05        0.000000E+00        0.284125E-06        0.113958E-05       -0.126321E-16        0.133000E+01        0.133000E+01        0.587542E-04        0.628000E-04        0.144000E+02        0.321000E+00       -0.337000E-02        0.564000E+01
  20050612        0.187625E-04        0.572000E-05        0.130000E-03        0.524792E-04        0.103000E-04        0.103000E-04        0.197333E+01        0.510083E-02        0.666125E-02        0.937125E-04        0.243333E-10        0.312533E-02        0.310512E-02        0.488167E+00        0.701375E+00       -0.548562E-01        0.111500E-03        0.640792E+00        0.100000E+01        0.297000E-02        0.410533E+01        0.272000E-03        0.634000E-03        0.488000E-02        0.412000E-07        0.294000E-05        0.736000E-08        0.000000E+00        0.402042E-09        0.170000E-08        0.332792E-07        0.155708E-02        0.497333E-05        0.000000E+00        0.283333E-06        0.110458E-05       -0.340458E-17        0.133000E+01        0.133000E+01        0.134154E-03        0.100054E-03        0.144000E+02        0.311000E+00       -0.397000E-02        0.564000E+01
  20050613        0.188000E-04        0.572542E-05        0.130000E-03        0.526042E-04        0.103000E-04        0.103000E-04        0.205042E+01        0.488083E-02        0.637417E-02        0.896125E-04        0.311083E-10        0.291037E-02        0.274179E-02        0.467333E+00        0.701500E+00       -0.879146E-01        0.108292E-03        0.640000E+00        0.100000E+01        0.282000E-02        0.291004E+01        0.272000E-03        0.634000E-03        0.488000E-02        0.412000E-07        0.313333E-05        0.717500E-08        0.000000E+00        0.400792E-09        0.166000E-08        0.345083E-07        0.173000E-02        0.491417E-05        0.000000E+00        0.282542E-06        0.107042E-05       -0.987917E-17        0.133000E+01        0.133000E+01        0.112942E-03        0.930875E-04        0.144000E+02        0.307000E+00       -0.422000E-02        0.564000E+01
  20050614        0.188542E-04        0.573000E-05        0.130000E-03        0.527333E-04        0.103000E-04        0.103000E-04        0.195292E+01        0.512583E-02        0.669458E-02        0.941708E-04        0.418250E-10        0.316221E-02        0.315433E-02        0.490625E+00        0.701333E+00       -0.517283E-01        0.103708E-03        0.639292E+00        0.100000E+01        0.256000E-02        0.418192E+01        0.272083E-03        0.634000E-03        0.488458E-02        0.411333E-07        0.347375E-05        0.686708E-08        0.000000E+00        0.399625E-09        0.159000E-08        0.355458E-07        0.196000E-02        0.467667E-05        0.000000E+00        0.281708E-06        0.102000E-05       -0.548208E-17        0.133000E+01        0.133000E+01        0.135900E-03        0.100729E-03        0.144000E+02        0.300000E+00       -0.467000E-02        0.564000E+01
  20050615        0.189000E-04        0.573750E-05        0.130000E-03        0.528500E-04        0.103000E-04        0.103000E-04        0.203625E+01        0.489000E-02        0.638792E-02        0.898208E-04        0.552208E-10        0.293358E-02        0.272904E-02        0.468125E+00        0.701542E+00       -0.946792E-01        0.100575E-03        0.638333E+00        0.100000E+01        0.239000E-02        0.274454E+01        0.273000E-03        0.634042E-03        0.489000E-02        0.410833E-07        0.371250E-05        0.664292E-08        0.000000E+00        0.398500E-09        0.154000E-08        0.364458E-07        0.217500E-02        0.459042E-05        0.000000E+00        0.280917E-06        0.983792E-06       -0.917917E-18        0.133000E+01        0.133000E+01        0.111283E-03        0.932708E-04        0.144000E+02        0.295000E+00       -0.500000E-02        0.564000E+01
  20050616        0.189458E-04        0.574000E-05        0.130000E-03        0.529500E-04        0.103000E-04        0.103000E-04        0.196292E+01        0.506500E-02        0.661583E-02        0.930667E-04        0.108129E-09        0.311200E-02        0.300771E-02        0.484792E+00        0.701000E+00       -0.694722E-01        0.939458E-04        0.638000E+00        0.100000E+01        0.189000E-02        0.344600E+01        0.273000E-03        0.635000E-03        0.489000E-02        0.410000E-07        0.449333E-05        0.597000E-08        0.000000E+00        0.372750E-09        0.137000E-08        0.367833E-07        0.264792E-02        0.410167E-05        0.000000E+00        0.262833E-06        0.873750E-06       -0.307308E-16        0.133000E+01        0.133000E+01        0.126204E-03        0.985417E-04        0.144000E+02        0.279000E+00       -0.617000E-02        0.564000E+01
  20050617        0.192000E-04        0.585792E-05        0.131000E-03        0.534750E-04        0.105000E-04        0.105000E-04        0.193667E+01        0.555833E-02        0.722917E-02        0.983458E-04        0.175833E-09        0.345704E-02        0.352196E-02        0.504375E+00        0.701417E+00       -0.379333E-01        0.929417E-04        0.637458E+00        0.100000E+01        0.156000E-02        0.555150E+01        0.285000E-03        0.654000E-03        0.508667E-02        0.425125E-07        0.526875E-05        0.567625E-08        0.000000E+00        0.367125E-09        0.129958E-08        0.392708E-07        0.308042E-02        0.373292E-05        0.000000E+00        0.252500E-06        0.804917E-06        0.376312E-16        0.133000E+01        0.133000E+01        0.154729E-03        0.109429E-03        0.150000E+02        0.267000E+00       -0.716000E-02        0.564000E+01
  20050618        0.194292E-04        0.597250E-05        0.132000E-03        0.539917E-04        0.106000E-04        0.106250E-04        0.201750E+01        0.578208E-02        0.749083E-02        0.985417E-04        0.233333E-09        0.353479E-02        0.348737E-02        0.497458E+00        0.702292E+00       -0.594042E-01        0.936417E-04        0.637000E+00        0.100000E+01        0.141000E-02        0.548287E+01        0.298000E-03        0.673792E-03        0.528958E-02        0.440750E-07        0.577583E-05        0.561625E-08        0.000000E+00        0.370333E-09        0.128000E-08        0.417958E-07        0.341917E-02        0.361792E-05        0.000000E+00        0.248625E-06        0.776000E-06       -0.348979E-16        0.133000E+01        0.133000E+01        0.152233E-03        0.111983E-03        0.156000E+02        0.261000E+00       -0.771000E-02        0.564000E+01
  20050619        0.196667E-04        0.609000E-05        0.133000E-03        0.545083E-04        0.108000E-04        0.108000E-04        0.205333E+01        0.613625E-02        0.792750E-02        0.100842E-03        0.314792E-09        0.374121E-02        0.370208E-02        0.501042E+00        0.702583E+00       -0.584033E-01        0.922083E-04        0.636417E+00        0.100000E+01        0.125000E-02        0.673267E+01        0.311000E-03        0.693625E-03        0.549000E-02        0.456417E-07        0.628292E-05        0.549500E-08        0.124875E-09        0.371333E-09        0.124000E-08        0.439583E-07        0.369292E-02        0.342625E-05        0.817000E-07        0.243375E-06        0.739833E-06        0.324583E-17        0.133000E+01        0.133000E+01        0.163554E-03        0.118475E-03        0.161000E+02        0.254000E+00       -0.840000E-02        0.564000E+01
  20050620        0.199333E-04        0.621042E-05        0.133000E-03        0.550833E-04        0.109000E-04        0.110000E-04        0.211375E+01        0.643458E-02        0.827083E-02        0.101917E-03        0.364167E-09        0.388275E-02        0.368896E-02        0.497958E+00        0.702792E+00       -0.832042E-01        0.887000E-04        0.636000E+00        0.100000E+01        0.118000E-02        0.625058E+01        0.325000E-03        0.714333E-03        0.571000E-02        0.472750E-07        0.650542E-05        0.554875E-08        0.206500E-09        0.379208E-09        0.125000E-08        0.457958E-07        0.381375E-02        0.341292E-05        0.132000E-06        0.242708E-06        0.731125E-06       -0.482029E-17        0.133000E+01        0.133000E+01        0.161758E-03        0.122592E-03        0.167000E+02        0.251000E+00       -0.871000E-02        0.564000E+01
  20050621        0.200000E-04        0.622000E-05        0.133000E-03        0.552750E-04        0.109458E-04        0.110000E-04        0.214083E+01        0.631250E-02        0.811458E-02        0.999542E-04        0.454125E-09        0.374733E-02        0.351217E-02        0.488458E+00        0.701833E+00       -0.920000E-01        0.812500E-04        0.636167E+00        0.100000E+01        0.107000E-02        0.528837E+01        0.325208E-03        0.715000E-03        0.571167E-02        0.471583E-07        0.648625E-05        0.529833E-08        0.334542E-09        0.369250E-09        0.119000E-08        0.455792E-07        0.380958E-02        0.328708E-05        0.214000E-06        0.236208E-06        0.696625E-06       -0.426996E-17        0.133000E+01        0.133000E+01        0.150454E-03        0.117746E-03        0.167000E+02        0.246000E+00       -0.926000E-02        0.564000E+01
  20050622        0.200542E-04        0.622583E-05        0.133000E-03        0.554208E-04        0.110000E-04        0.110000E-04        0.210500E+01        0.638500E-02        0.821333E-02        0.101096E-03        0.485500E-09        0.383550E-02        0.361983E-02        0.494083E+00        0.701000E+00       -0.866042E-01        0.737708E-04        0.636500E+00        0.100000E+01        0.103000E-02        0.557362E+01        0.326000E-03        0.715000E-03        0.572000E-02        0.470458E-07        0.646792E-05        0.518958E-08        0.474667E-09        0.364625E-09        0.116000E-08        0.453958E-07        0.376792E-02        0.319875E-05        0.303792E-06        0.233292E-06        0.683583E-06       -0.149917E-16        0.133583E+01        0.133625E+01        0.155221E-03        0.119854E-03        0.167000E+02        0.244000E+00       -0.948000E-02        0.564000E+01
  20050623        0.205000E-04        0.646500E-05        0.135000E-03        0.563333E-04        0.113000E-04        0.113000E-04        0.227083E+01        0.686458E-02        0.875208E-02        0.100921E-03        0.583167E-09        0.383029E-02        0.356750E-02        0.477667E+00        0.699917E+00       -0.970542E-01        0.666292E-04        0.636292E+00        0.100000E+01        0.970000E-03        0.561829E+01        0.354917E-03        0.758000E-03        0.616583E-02        0.505583E-07        0.694750E-05        0.542417E-08        0.509833E-09        0.386000E-09        0.121000E-08        0.487917E-07        0.387083E-02        0.318375E-05        0.311083E-06        0.235583E-06        0.684000E-06        0.148071E-16        0.134000E+01        0.134000E+01        0.150204E-03        0.119071E-03        0.178000E+02        0.241000E+00       -0.984000E-02        0.564000E+01
  20050624        0.205583E-04        0.647125E-05        0.135000E-03        0.565083E-04        0.113000E-04        0.113000E-04        0.219917E+01        0.704250E-02        0.898458E-02        0.103487E-03        0.566125E-09        0.409229E-02        0.383313E-02        0.490167E+00        0.698792E+00       -0.925458E-01        0.593917E-04        0.636208E+00        0.100000E+01        0.970000E-03        0.667529E+01        0.355000E-03        0.758250E-03        0.617000E-02        0.504375E-07        0.692750E-05        0.540708E-08        0.508417E-09        0.384833E-09        0.121000E-08        0.488875E-07        0.386083E-02        0.314333E-05        0.310167E-06        0.235000E-06        0.685292E-06        0.527425E-17        0.134000E+01        0.134000E+01        0.163437E-03        0.126396E-03        0.178000E+02        0.241000E+00       -0.984000E-02        0.564000E+01
  20050625        0.202583E-04        0.624667E-05        0.134000E-03        0.559875E-04        0.110000E-04        0.110000E-04        0.200042E+01        0.659417E-02        0.848000E-02        0.104446E-03        0.505000E-09        0.405550E-02        0.409113E-02        0.510333E+00        0.698583E+00       -0.442090E-01        0.564292E-04        0.636000E+00        0.100000E+01        0.990000E-03        0.832500E+01        0.327000E-03        0.716250E-03        0.573083E-02        0.467000E-07        0.641208E-05        0.505208E-08        0.470542E-09        0.357917E-09        0.113000E-08        0.456750E-07        0.375917E-02        0.305833E-05        0.301042E-06        0.229000E-06        0.673000E-06        0.982083E-17        0.134000E+01        0.134000E+01        0.177667E-03        0.124829E-03        0.167000E+02        0.242000E+00       -0.972000E-02        0.564000E+01
  20050626        0.203333E-04        0.625000E-05        0.134000E-03        0.561792E-04        0.110000E-04        0.110000E-04        0.205583E+01        0.641333E-02        0.824917E-02        0.101546E-03        0.542958E-09        0.388342E-02        0.377908E-02        0.496208E+00        0.699000E+00       -0.673175E-01        0.555792E-04        0.636000E+00        0.100000E+01        0.970000E-03        0.635133E+01        0.327000E-03        0.717000E-03        0.574000E-02        0.465792E-07        0.639375E-05        0.499083E-08        0.469208E-09        0.355167E-09        0.112000E-08        0.454750E-07        0.378000E-02        0.307875E-05        0.300167E-06        0.227167E-06        0.666792E-06       -0.201846E-16        0.134000E+01        0.134000E+01        0.160083E-03        0.119483E-03        0.167000E+02        0.241000E+00       -0.984000E-02        0.564000E+01
  20050627        0.204000E-04        0.626000E-05        0.134000E-03        0.563333E-04        0.110000E-04        0.110000E-04        0.209750E+01        0.628708E-02        0.808542E-02        0.995042E-04        0.628333E-09        0.367825E-02        0.375375E-02        0.486292E+00        0.699917E+00       -0.485050E-01        0.552375E-04        0.636000E+00        0.100000E+01        0.912000E-03        0.818088E+01        0.327333E-03        0.717000E-03        0.574000E-02        0.464625E-07        0.637500E-05        0.483708E-08        0.467708E-09        0.348917E-09        0.108000E-08        0.455208E-07        0.374375E-02        0.294875E-05        0.299292E-06        0.223208E-06        0.646000E-06        0.190546E-16        0.134000E+01        0.134000E+01        0.158475E-03        0.113238E-03        0.167000E+02        0.238000E+00       -0.102000E-01        0.564000E+01
  20050628        0.204500E-04        0.626292E-05        0.134000E-03        0.564583E-04        0.110000E-04        0.110000E-04        0.221375E+01        0.591250E-02        0.760500E-02        0.936708E-04        0.664792E-09        0.323779E-02        0.300296E-02        0.457417E+00        0.700042E+00       -0.977583E-01        0.535583E-04        0.636333E+00        0.100000E+01        0.912000E-03        0.322629E+01        0.328000E-03        0.717458E-03        0.574792E-02        0.463458E-07        0.635625E-05        0.482417E-08        0.466417E-09        0.347875E-09        0.108000E-08        0.449542E-07        0.379125E-02        0.305958E-05        0.298417E-06        0.222708E-06        0.647000E-06       -0.112063E-16        0.134000E+01        0.134000E+01        0.116754E-03        0.993792E-04        0.167000E+02        0.238000E+00       -0.102000E-01        0.564000E+01
  20050629        0.205000E-04        0.627000E-05        0.134000E-03        0.566083E-04        0.110000E-04        0.110000E-04        0.200583E+01        0.655000E-02        0.842042E-02        0.103675E-03        0.844500E-09        0.401437E-02        0.399700E-02        0.506750E+00        0.699458E+00       -0.515071E-01        0.500500E-04        0.636375E+00        0.100000E+01        0.767000E-03        0.728021E+01        0.328000E-03        0.718000E-03        0.575000E-02        0.462375E-07        0.633792E-05        0.444417E-08        0.465042E-09        0.333125E-09        0.978958E-09        0.448583E-07        0.364125E-02        0.267792E-05        0.297583E-06        0.213000E-06        0.589708E-06       -0.116038E-16        0.134000E+01        0.134000E+01        0.170304E-03        0.122854E-03        0.167000E+02        0.230000E+00       -0.113000E-01        0.564000E+01
  20050630        0.204000E-04        0.616000E-05        0.133000E-03        0.564167E-04        0.109000E-04        0.109000E-04        0.194333E+01        0.624625E-02        0.806542E-02        0.102638E-03        0.794500E-09        0.386987E-02        0.394408E-02        0.509917E+00        0.700500E+00       -0.359667E-01        0.507667E-04        0.636000E+00        0.100000E+01        0.785000E-03        0.690917E+01        0.315000E-03        0.697625E-03        0.554000E-02        0.444167E-07        0.608500E-05        0.431042E-08        0.446500E-09        0.321500E-09        0.952208E-09        0.434417E-07        0.365375E-02        0.269792E-05        0.292708E-06        0.210917E-06        0.589000E-06        0.102333E-16        0.134000E+01        0.134000E+01        0.167883E-03        0.118425E-03        0.161000E+02        0.231000E+00       -0.111000E-01        0.564000E+01
  20050701        0.202583E-04        0.605000E-05        0.132000E-03        0.562333E-04        0.107000E-04        0.108000E-04        0.194708E+01        0.579875E-02        0.751375E-02        0.988417E-04        0.952500E-09        0.356354E-02        0.364042E-02        0.498833E+00        0.701917E+00       -0.369167E-01        0.530500E-04        0.636000E+00        0.100000E+01        0.716000E-03        0.570017E+01        0.302000E-03        0.678000E-03        0.534000E-02        0.426792E-07        0.584542E-05        0.397250E-08        0.428792E-09        0.302458E-09        0.871125E-09        0.416917E-07        0.360958E-02        0.258000E-05        0.287958E-06        0.203000E-06        0.553000E-06        0.763042E-17        0.134000E+01        0.134000E+01        0.151925E-03        0.109338E-03        0.156000E+02        0.227000E+00       -0.117000E-01        0.564000E+01
