 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           QOM2MOM_C           MOM2QOM_C        MOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C          MBA2POM1_C          MBA2POM2_C           MBA2MBD_C           MBD2MBA_C        MBA2ENZNm1_C        MBA2ENZNm2_C        MBA2ENZNm3_C        MBA2ENZNm4_C        MBA2ENZNm5_C        MBA2ENZNm6_C        ENZNm2DOM1_C        ENZNm2DOM2_C        ENZNm2DOM3_C        ENZNm2DOM4_C        ENZNm2DOM5_C        ENZNm2DOM6_C            CO2_soil            CO2_root             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3                NFix              Nitrif           Denit_NO3           Denit_NO2            Denit_NO           Denit_N2O           NO_efflux          N2O_efflux           N2_efflux              Nim_VG          Nim_NH4_VG          Nim_NO3_VG       NO32_Leaching        NO3_Leaching        NO2_Leaching            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           QOM2MOM_N           MOM2QOM_N        MOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N          MBA2POM1_N          MBA2POM2_N           MBA2MBD_N           MBD2MBA_N        MBA2ENZNm1_N        MBA2ENZNm2_N        MBA2ENZNm3_N        MBA2ENZNm4_N        MBA2ENZNm5_N        MBA2ENZNm6_N        ENZNm2DOM1_N        ENZNm2DOM2_N        ENZNm2DOM3_N        ENZNm2DOM4_N        ENZNm2DOM5_N        ENZNm2DOM6_N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    200704        0.539608E-05        0.553371E-05        0.387360E-06        0.204748E-05        0.309888E-05        0.164077E-06        0.139927E-05        0.123058E-06        0.104945E-05        0.410194E-07        0.349817E-06        0.396022E-06        0.396022E-06        0.673149E-12        0.000000E+00       -0.673149E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.470611E-05        0.563892E-07        0.286770E-08        0.192203E-08        0.215711E-07        0.827500E-07        0.268011E-08        0.203490E-08        0.212320E-07        0.281946E-07        0.281946E-08        0.253751E-07        0.295878E-05        0.105851E-09        0.123885E-09        0.251956E-11        0.200991E-11        0.155047E-13        0.440676E-18        0.285740E-13        0.150206E-09        0.822337E-11        0.443990E-11        0.218453E-13        0.113531E-13        0.509628E-12        0.908523E-05        0.368915E-05        0.539608E-05        0.539608E-05        0.470611E-05        0.689975E-06        0.000000E+00        0.686823E-06        0.315187E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.214701E-06        0.229722E-06        0.229722E-06        0.000000E+00        0.150205E-07        0.654940E-08        0.847113E-08        0.154770E-07        0.219092E-06        0.000000E+00        0.000000E+00        0.207942E-18        0.000000E+00        0.204470E-14        0.731668E-07        0.319200E-04        0.345713E-07        0.195901E-07        0.149813E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.320278E-04        0.644457E-06        0.106095E-07        0.409495E-08        0.169753E-06        0.148609E-07        0.295602E-08        0.111457E-07        0.221701E-08        0.371523E-08        0.739004E-09        0.324865E-07        0.324865E-07        0.289498E-13        0.000000E+00       -0.289498E-13        0.000000E+00        0.000000E+00        0.000000E+00        0.230253E-06        0.140585E-07        0.955900E-09        0.640678E-09        0.719038E-08        0.228455E-07        0.893372E-09        0.678302E-09        0.707733E-08        0.702925E-08        0.702925E-09        0.632633E-08        0.737743E-06        0.366365E-10        0.412948E-10        0.839854E-12        0.669970E-12        0.516824E-14        0.146892E-18        0.952467E-14        0.500686E-10        0.274112E-11        0.147997E-11        0.728177E-14        0.378435E-14        0.169876E-12
    200705        0.488704E-04        0.663082E-04        0.464157E-05        0.245340E-04        0.371326E-04        0.418990E-06        0.713553E-05        0.314242E-06        0.535164E-05        0.104747E-06        0.178388E-05        0.223593E-05        0.223593E-05        0.130100E-12        0.000000E+00       -0.130100E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.449993E-04        0.344223E-07        0.312445E-08        0.216184E-08        0.238075E-07        0.635161E-07        0.271299E-08        0.203859E-08        0.213968E-07        0.172112E-07        0.172112E-08        0.154901E-07        0.166583E-05        0.798985E-07        0.292251E-09        0.172305E-10        0.879631E-11        0.376676E-13        0.103958E-17        0.251850E-12        0.154912E-09        0.824196E-11        0.449255E-11        0.222158E-13        0.103766E-13        0.474345E-12        0.930759E-04        0.442055E-04        0.488704E-04        0.488704E-04        0.447439E-04        0.412650E-05        0.000000E+00        0.412292E-05        0.357492E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.223271E-05        0.226378E-05        0.226378E-05        0.000000E+00        0.310632E-07        0.200453E-07        0.110179E-07        0.224797E-07        0.802407E-06        0.000000E+00        0.000000E+00        0.295932E-18        0.000000E+00        0.140292E-14        0.255716E-06        0.218931E-04        0.116570E-05        0.795498E-06        0.370198E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.233146E-04        0.267027E-05        0.127130E-06        0.490680E-07        0.203408E-05        0.377367E-07        0.152325E-07        0.283026E-07        0.114244E-07        0.943418E-08        0.380812E-08        0.183263E-06        0.183263E-06        0.559515E-14        0.000000E+00       -0.559515E-14        0.000000E+00        0.000000E+00        0.000000E+00        0.226669E-05        0.906929E-08        0.104148E-08        0.720614E-09        0.793582E-08        0.187672E-07        0.904329E-09        0.679529E-09        0.713228E-08        0.453465E-08        0.453465E-09        0.408118E-08        0.437637E-06        0.262692E-07        0.974169E-10        0.574350E-11        0.293210E-11        0.125559E-13        0.346527E-18        0.839500E-13        0.516373E-10        0.274732E-11        0.149752E-11        0.740527E-14        0.345887E-14        0.158115E-12
    200706        0.101289E-03        0.124404E-03        0.870830E-05        0.460296E-04        0.696664E-04        0.110049E-05        0.227943E-04        0.825365E-06        0.170957E-04        0.275122E-06        0.569858E-05        0.728210E-05        0.728210E-05        0.143199E-13        0.000000E+00       -0.143199E-13        0.000000E+00        0.000000E+00        0.000000E+00        0.948491E-04        0.911353E-09        0.296533E-08        0.217273E-08        0.231399E-07        0.291893E-07        0.274038E-08        0.204889E-08        0.215668E-07        0.455677E-09        0.455677E-10        0.410109E-09        0.379943E-07        0.146518E-05        0.219814E-09        0.129893E-10        0.608147E-11        0.284689E-13        0.803863E-18        0.111299E-11        0.167560E-09        0.924575E-11        0.491825E-11        0.236785E-13        0.948376E-14        0.491210E-12        0.184225E-03        0.829362E-04        0.101289E-03        0.101289E-03        0.948078E-04        0.648119E-05        0.000000E+00        0.647763E-05        0.356020E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.451715E-05        0.452662E-05        0.452662E-05        0.000000E+00        0.946597E-08        0.679812E-08        0.266785E-08        0.441882E-07        0.200562E-05        0.672495E-09        0.171237E-13        0.127317E-17        0.147563E-09        0.924186E-14        0.613875E-06        0.211566E-04        0.604266E-05        0.435123E-05        0.169143E-05        0.109590E-06        0.107961E-06        0.162894E-08        0.279227E-04        0.460681E-05        0.238515E-06        0.920592E-07        0.381624E-05        0.980093E-07        0.483755E-07        0.735070E-07        0.362817E-07        0.245023E-07        0.120939E-07        0.595121E-06        0.595121E-06        0.615849E-15        0.000000E+00       -0.615849E-15        0.000000E+00        0.000000E+00        0.000000E+00        0.452786E-05        0.271113E-09        0.988444E-09        0.724243E-09        0.771329E-08        0.969709E-08        0.913458E-09        0.682962E-09        0.718893E-08        0.135557E-09        0.135557E-10        0.122001E-09        0.113008E-07        0.481574E-06        0.732714E-10        0.432976E-11        0.202716E-11        0.948963E-14        0.267954E-18        0.370996E-12        0.558532E-10        0.308191E-11        0.163942E-11        0.789282E-14        0.316125E-14        0.163737E-12
    200707        0.115929E-03        0.149237E-03        0.104466E-04        0.552177E-04        0.835728E-04        0.119759E-05        0.246603E-04        0.898196E-06        0.184952E-04        0.299399E-06        0.616507E-05        0.751663E-05        0.751663E-05        0.103902E-14        0.000000E+00       -0.103902E-14        0.000000E+00        0.000000E+00        0.000000E+00        0.110513E-03        0.259845E-08        0.253376E-08        0.198298E-08        0.203417E-07        0.274569E-07        0.274215E-08        0.205225E-08        0.215901E-07        0.129923E-08        0.129923E-09        0.116930E-08        0.127769E-06        0.133841E-05        0.417612E-10        0.634989E-12        0.733703E-13        0.320817E-14        0.164761E-18        0.294815E-12        0.161156E-09        0.876751E-11        0.463899E-11        0.225817E-13        0.866806E-14        0.519417E-12        0.215420E-03        0.994914E-04        0.115929E-03        0.115929E-03        0.109613E-03        0.631567E-05        0.000000E+00        0.631238E-05        0.329134E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.538354E-05        0.538361E-05        0.538361E-05        0.000000E+00        0.743654E-10        0.719297E-10        0.243582E-11        0.635846E-07        0.937157E-06        0.742501E-10        0.483428E-13        0.111672E-17        0.896673E-10        0.581359E-13        0.904437E-06        0.135861E-04        0.506586E-05        0.451946E-05        0.546402E-06        0.711089E-08        0.672198E-08        0.388910E-09        0.195635E-04        0.543457E-05        0.286126E-06        0.110435E-06        0.457801E-05        0.104959E-06        0.518921E-07        0.787194E-07        0.389191E-07        0.262398E-07        0.129730E-07        0.611434E-06        0.611434E-06        0.446846E-16        0.000000E+00       -0.446846E-16        0.000000E+00        0.000000E+00        0.000000E+00        0.531648E-05        0.124716E-08        0.844587E-09        0.660992E-09        0.678056E-08        0.953329E-08        0.914051E-09        0.684082E-09        0.719670E-08        0.623580E-09        0.623580E-10        0.561222E-09        0.613166E-07        0.440009E-06        0.139204E-10        0.211663E-12        0.244568E-13        0.106939E-14        0.549202E-19        0.982716E-13        0.537185E-10        0.292250E-11        0.154633E-11        0.752722E-14        0.288935E-14        0.173139E-12
    200708        0.870437E-04        0.133883E-03        0.937183E-05        0.495368E-04        0.749746E-04        0.626687E-06        0.108332E-04        0.470015E-06        0.812493E-05        0.156672E-06        0.270831E-05        0.305166E-05        0.305166E-05        0.557941E-16        0.000000E+00       -0.557941E-16        0.000000E+00        0.000000E+00        0.000000E+00        0.867141E-04        0.199970E-07        0.203011E-08        0.172376E-08        0.169060E-07        0.406568E-07        0.270133E-08        0.203460E-08        0.213270E-07        0.999849E-08        0.999848E-09        0.899863E-08        0.984512E-06        0.256789E-06        0.144396E-09        0.962089E-11        0.170411E-11        0.107413E-13        0.513644E-18        0.148616E-12        0.154261E-09        0.829051E-11        0.427833E-11        0.211460E-13        0.791067E-14        0.486807E-12        0.176299E-03        0.892554E-04        0.870437E-04        0.870437E-04        0.824294E-04        0.461436E-05        0.000000E+00        0.461111E-05        0.325839E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.476009E-05        0.476009E-05        0.476009E-05        0.000000E+00        0.683486E-12        0.644882E-12        0.386043E-13        0.435646E-07        0.100488E-05        0.000000E+00        0.000000E+00        0.290690E-18        0.000000E+00       -0.914420E-15        0.366816E-06       -0.146305E-04        0.263368E-05        0.228077E-05        0.352910E-06        0.000000E+00        0.000000E+00        0.000000E+00       -0.116300E-04        0.492277E-05        0.256688E-06        0.990735E-07        0.410701E-05        0.540890E-07        0.226917E-07        0.405668E-07        0.170187E-07        0.135223E-07        0.567292E-08        0.247349E-06        0.247349E-06        0.239951E-17        0.000000E+00       -0.239951E-17        0.000000E+00        0.000000E+00        0.000000E+00        0.442774E-05        0.973752E-08        0.676702E-09        0.574587E-09        0.563533E-08        0.166241E-07        0.900443E-09        0.678201E-09        0.710899E-08        0.486876E-08        0.486876E-09        0.438188E-08        0.479400E-06        0.851109E-07        0.481319E-10        0.320696E-11        0.568038E-12        0.358042E-14        0.171214E-18        0.495387E-13        0.514205E-10        0.276350E-11        0.142611E-11        0.704865E-14        0.263689E-14        0.162269E-12
    200709        0.517348E-04        0.828844E-04        0.580192E-05        0.306673E-04        0.464153E-04        0.372702E-06        0.692954E-05        0.279527E-06        0.519716E-05        0.931756E-07        0.173238E-05        0.164937E-05        0.164937E-05        0.194935E-09        0.235025E-09        0.400901E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.536278E-04        0.228513E-07        0.182958E-08        0.167527E-08        0.157845E-07        0.421406E-07        0.263256E-08        0.200436E-08        0.208812E-07        0.114256E-07        0.114256E-08        0.102831E-07        0.121938E-05        0.190621E-06        0.344555E-09        0.462444E-10        0.145484E-10        0.255457E-13        0.122578E-17        0.541685E-12        0.162348E-09        0.996612E-11        0.451765E-11        0.209125E-13        0.723001E-14        0.477166E-12        0.106991E-03        0.552563E-04        0.517348E-04        0.517348E-04        0.485863E-04        0.314851E-05        0.000000E+00        0.314510E-05        0.340543E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.287721E-05        0.287764E-05        0.287764E-05        0.000000E+00        0.435722E-09        0.363689E-09        0.720336E-10        0.225525E-07        0.148123E-05        0.152943E-10        0.124371E-15        0.199794E-18        0.309752E-13       -0.760317E-15        0.538601E-06       -0.138370E-04        0.109165E-05        0.857339E-06        0.234306E-06        0.000000E+00        0.000000E+00        0.000000E+00       -0.122067E-04        0.322282E-05        0.158911E-06        0.613345E-07        0.254257E-05        0.317077E-07        0.145197E-07        0.237808E-07        0.108898E-07        0.792694E-08        0.362994E-08        0.133451E-06        0.133451E-06        0.858405E-11        0.103495E-10        0.176539E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.272684E-05        0.985113E-08        0.609859E-09        0.558423E-09        0.526150E-08        0.162809E-07        0.877519E-09        0.668121E-09        0.696041E-08        0.492556E-08        0.492556E-09        0.443301E-08        0.527280E-06        0.647574E-07        0.114852E-09        0.154148E-10        0.484945E-11        0.851525E-14        0.408592E-18        0.180562E-12        0.541159E-10        0.332204E-11        0.150588E-11        0.697085E-14        0.241000E-14        0.159055E-12
    200710        0.213853E-04        0.154140E-04        0.107898E-05        0.570318E-05        0.863185E-05        0.522878E-06        0.148134E-04        0.392158E-06        0.111101E-04        0.130719E-06        0.370336E-05        0.314076E-05        0.314076E-05        0.347664E-10        0.000000E+00       -0.347664E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.233074E-04        0.128458E-07        0.153388E-08        0.143645E-08        0.133773E-07        0.291933E-07        0.255064E-08        0.196652E-08        0.203420E-07        0.642288E-08        0.642288E-09        0.578059E-08        0.795784E-06        0.430098E-06        0.363179E-09        0.466489E-10        0.289801E-10        0.316319E-13        0.134566E-17        0.266463E-11        0.180334E-09        0.137027E-10        0.605516E-11        0.215450E-13        0.660825E-14        0.515148E-12        0.316613E-04        0.102760E-04        0.213853E-04        0.213853E-04        0.198474E-04        0.153784E-05        0.000000E+00        0.153425E-05        0.358968E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.794811E-06        0.795319E-06        0.795319E-06        0.000000E+00        0.508553E-09        0.178247E-09        0.330306E-09        0.174670E-07        0.318408E-05        0.172256E-08        0.363364E-13        0.423971E-18        0.505618E-10        0.195221E-13        0.117096E-05       -0.223077E-04        0.915477E-06        0.441339E-06        0.474139E-06        0.255947E-06        0.255662E-06        0.285439E-09       -0.199653E-04        0.973801E-06        0.295526E-07        0.114064E-07        0.472842E-06        0.441909E-07        0.311665E-07        0.331432E-07        0.233749E-07        0.110477E-07        0.779164E-08        0.253571E-06        0.253571E-06        0.153097E-11        0.000000E+00       -0.153097E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.795328E-06        0.557656E-08        0.511295E-09        0.478817E-09        0.445909E-08        0.110258E-07        0.850212E-09        0.655505E-09        0.678066E-08        0.278828E-08        0.278828E-09        0.250945E-08        0.345551E-06        0.148921E-06        0.121060E-09        0.155497E-10        0.966003E-11        0.105440E-13        0.448552E-18        0.888211E-12        0.601115E-10        0.456758E-11        0.201838E-11        0.718166E-14        0.220275E-14        0.171716E-12
    200711        0.237438E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.810081E-06        0.250510E-04        0.607561E-06        0.187883E-04        0.202520E-06        0.626275E-05        0.549894E-05        0.549894E-05        0.363201E-11        0.000000E+00       -0.363201E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.249225E-04        0.917213E-09        0.173101E-08        0.152988E-08        0.146858E-07        0.188639E-07        0.247061E-08        0.192439E-08        0.197920E-07        0.458606E-09        0.458606E-10        0.412746E-09        0.477319E-07        0.662061E-06        0.260315E-09        0.403555E-11        0.230129E-10        0.457194E-13        0.104629E-17        0.178722E-11        0.191880E-09        0.143450E-10        0.800132E-11        0.231648E-13        0.603969E-14        0.758270E-12        0.237438E-04        0.000000E+00        0.237438E-04        0.237438E-04        0.219209E-04        0.182292E-05        0.000000E+00        0.181941E-05        0.351435E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.538123E-06        0.541318E-06        0.541318E-06        0.000000E+00        0.319544E-08        0.493554E-10        0.314608E-08        0.346444E-07        0.139596E-05        0.237155E-08        0.803577E-13        0.604188E-18        0.439410E-10        0.660480E-13        0.102941E-05       -0.469943E-05        0.165313E-05        0.232691E-06        0.142043E-05        0.292029E-06        0.291394E-06        0.635311E-09       -0.172486E-05        0.460000E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.684575E-07        0.527086E-07        0.513431E-07        0.395315E-07        0.171144E-07        0.131772E-07        0.442211E-06        0.442211E-06        0.159939E-12        0.000000E+00       -0.159939E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.541363E-06        0.334945E-09        0.577002E-09        0.509960E-09        0.489526E-08        0.631717E-08        0.823537E-09        0.641462E-09        0.659733E-08        0.167473E-09        0.167473E-10        0.150725E-09        0.174305E-07        0.229274E-06        0.867717E-10        0.134518E-11        0.767097E-11        0.152398E-13        0.348762E-18        0.595741E-12        0.639601E-10        0.478167E-11        0.266711E-11        0.772160E-14        0.201323E-14        0.252757E-12
    200712        0.221159E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.766128E-06        0.238376E-04        0.574596E-06        0.178782E-04        0.191532E-06        0.595939E-05        0.538868E-05        0.538868E-05        0.444376E-12        0.000000E+00       -0.444376E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.238679E-04        0.252517E-12        0.184774E-08        0.152865E-08        0.152060E-07        0.185826E-07        0.241140E-08        0.188988E-08        0.193701E-07        0.126259E-12        0.126259E-13        0.113633E-12        0.114128E-10        0.691346E-06        0.117758E-09        0.738885E-12        0.480430E-11        0.277484E-13        0.651618E-18        0.516719E-12        0.191665E-09        0.132691E-10        0.842972E-11        0.244858E-13        0.552027E-14        0.758213E-12        0.221159E-04        0.000000E+00        0.221159E-04        0.221159E-04        0.202578E-04        0.185800E-05        0.000000E+00        0.185459E-05        0.341014E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.522351E-06        0.525265E-06        0.525265E-06        0.000000E+00        0.291420E-08        0.566141E-10        0.285758E-08        0.324605E-07        0.724446E-06        0.295432E-08        0.227535E-12        0.102112E-17        0.608632E-10        0.195464E-12        0.410027E-06       -0.799899E-05        0.140462E-05        0.222228E-06        0.118239E-05        0.337631E-06        0.335246E-06        0.238560E-08       -0.584671E-05        0.460000E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.647431E-07        0.501622E-07        0.485573E-07        0.376217E-07        0.161858E-07        0.125406E-07        0.431259E-06        0.431259E-06        0.195685E-13        0.000000E+00       -0.195685E-13        0.000000E+00        0.000000E+00        0.000000E+00        0.525369E-06        0.860735E-13        0.615915E-09        0.509550E-09        0.506867E-08        0.619422E-08        0.803801E-09        0.629961E-09        0.645669E-08        0.430368E-13        0.430368E-14        0.387331E-13        0.389283E-11        0.239476E-06        0.392526E-10        0.246295E-12        0.160143E-11        0.924946E-14        0.217206E-18        0.172240E-12        0.638882E-10        0.442305E-11        0.280991E-11        0.816195E-14        0.184009E-14        0.252738E-12
    200801        0.218925E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.944362E-06        0.227877E-04        0.708272E-06        0.170908E-04        0.236090E-06        0.569693E-05        0.581613E-05        0.581613E-05        0.604164E-13        0.000000E+00       -0.604164E-13        0.000000E+00        0.000000E+00        0.000000E+00        0.236402E-04        0.877567E-12        0.199006E-08        0.153798E-08        0.158889E-07        0.194178E-07        0.237034E-08        0.186026E-08        0.190518E-07        0.438783E-12        0.438783E-13        0.394905E-12        0.358994E-10        0.664559E-06        0.387545E-10        0.212246E-12        0.332832E-12        0.890447E-14        0.194207E-18        0.993875E-13        0.180879E-09        0.121441E-10        0.783577E-11        0.237645E-13        0.503795E-14        0.716088E-12        0.218925E-04        0.000000E+00        0.218925E-04        0.218925E-04        0.199432E-04        0.194930E-05        0.000000E+00        0.194600E-05        0.329615E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.565462E-06        0.566679E-06        0.566679E-06        0.000000E+00        0.121701E-08        0.232168E-09        0.984837E-09        0.275874E-07        0.544206E-06        0.626496E-09        0.141640E-12        0.663039E-18        0.201363E-10        0.187232E-12        0.341996E-06       -0.166828E-04        0.926642E-06        0.379741E-06        0.546901E-06        0.374695E-07        0.365106E-07        0.958863E-09       -0.153767E-04        0.460000E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.798052E-07        0.479530E-07        0.598539E-07        0.359648E-07        0.199513E-07        0.119883E-07        0.463303E-06        0.463303E-06        0.266049E-14        0.000000E+00       -0.266049E-14        0.000000E+00        0.000000E+00        0.000000E+00        0.566881E-06        0.277487E-12        0.663352E-09        0.512660E-09        0.529631E-08        0.647260E-08        0.790114E-09        0.620087E-09        0.635061E-08        0.138743E-12        0.138743E-13        0.124869E-12        0.113671E-10        0.230235E-06        0.129182E-10        0.707486E-13        0.110944E-12        0.296816E-14        0.647356E-19        0.331291E-13        0.602931E-10        0.404805E-11        0.261192E-11        0.792151E-14        0.167932E-14        0.238696E-12
    200802        0.172873E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.791785E-06        0.198570E-04        0.593839E-06        0.148928E-04        0.197946E-06        0.496426E-05        0.509538E-05        0.509538E-05        0.909250E-14        0.000000E+00       -0.909250E-14        0.000000E+00        0.000000E+00        0.000000E+00        0.206084E-04        0.241010E-11        0.204439E-08        0.147992E-08        0.158721E-07        0.193989E-07        0.233902E-08        0.182937E-08        0.187717E-07        0.120505E-11        0.120505E-12        0.108455E-11        0.846463E-10        0.587715E-06        0.310046E-10        0.187964E-12        0.157878E-12        0.662651E-14        0.122851E-18        0.356856E-13        0.168291E-09        0.111309E-10        0.718846E-11        0.223563E-13        0.461112E-14        0.659942E-12        0.172873E-04        0.000000E+00        0.172873E-04        0.172873E-04        0.154600E-04        0.182737E-05        0.000000E+00        0.182418E-05        0.319470E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.491382E-06        0.493008E-06        0.493008E-06        0.000000E+00        0.162524E-08        0.651523E-09        0.973721E-09        0.180694E-07        0.430276E-06        0.232234E-09        0.691256E-13        0.393428E-18        0.485612E-11        0.775059E-13        0.220574E-06       -0.171027E-04        0.729591E-06        0.395921E-06        0.333670E-06        0.965473E-08        0.926500E-08        0.389732E-09       -0.161429E-04        0.460000E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.669114E-07        0.417859E-07        0.501835E-07        0.313394E-07        0.167278E-07        0.104465E-07        0.404206E-06        0.404206E-06        0.400397E-15        0.000000E+00       -0.400397E-15        0.000000E+00        0.000000E+00        0.000000E+00        0.493455E-06        0.681455E-12        0.681465E-09        0.493305E-09        0.529072E-08        0.646617E-08        0.779673E-09        0.609788E-09        0.625724E-08        0.340727E-12        0.340727E-13        0.306655E-12        0.239645E-10        0.203646E-06        0.103349E-10        0.626547E-13        0.526259E-13        0.220884E-14        0.409502E-19        0.118952E-13        0.560969E-10        0.371028E-11        0.239615E-11        0.745211E-14        0.153704E-14        0.219981E-12
    200803        0.139808E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.652203E-06        0.164949E-04        0.489152E-06        0.123712E-04        0.163051E-06        0.412372E-05        0.430251E-05        0.430251E-05        0.180481E-14        0.000000E+00       -0.180481E-14        0.000000E+00        0.000000E+00        0.000000E+00        0.171894E-04        0.161399E-08        0.213063E-08        0.145577E-08        0.161518E-07        0.213522E-07        0.231959E-08        0.179989E-08        0.185516E-07        0.806996E-09        0.806996E-10        0.726297E-09        0.822985E-07        0.493705E-06        0.384903E-10        0.296613E-12        0.229717E-12        0.796085E-14        0.144013E-18        0.323171E-13        0.156978E-09        0.102090E-10        0.659594E-11        0.210801E-13        0.422083E-14        0.606707E-12        0.139808E-04        0.000000E+00        0.139808E-04        0.139808E-04        0.123082E-04        0.167264E-05        0.000000E+00        0.166952E-05        0.311959E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.411330E-06        0.414547E-06        0.414547E-06        0.000000E+00        0.321632E-08        0.140495E-08        0.181137E-08        0.126519E-07        0.373464E-06        0.143858E-09        0.379069E-13        0.269413E-18        0.223782E-11        0.359456E-13        0.170867E-06       -0.201055E-04        0.628386E-06        0.354034E-06        0.274352E-06        0.839309E-08        0.812136E-08        0.271726E-09       -0.192978E-04        0.460000E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.551157E-07        0.347197E-07        0.413368E-07        0.260398E-07        0.137789E-07        0.867993E-08        0.340116E-06        0.340116E-06        0.794766E-16        0.000000E+00       -0.794766E-16        0.000000E+00        0.000000E+00        0.000000E+00        0.415338E-06        0.427857E-09        0.710211E-09        0.485258E-09        0.538394E-08        0.700727E-08        0.773198E-09        0.599964E-09        0.618387E-08        0.213929E-09        0.213929E-10        0.192536E-09        0.218186E-07        0.170956E-06        0.128301E-10        0.988712E-13        0.765723E-13        0.265362E-14        0.480044E-19        0.107724E-13        0.523260E-10        0.340300E-11        0.219865E-11        0.702669E-14        0.140694E-14        0.202236E-12
