 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                 fRa                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                Kp2u                Ku2p                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB             VNup_VG             rNleach             bNup_VG            KsNH4_MB            KsNO3_MB                 YgN            Qmax_NH4             Kba_NH4            KsNH4_VG            KsNO3_VG              fpENZN                VNif                VNit             VDenit1             VDenit2             VDenit3             VDenit4               KsNif               KsNit            KsDenit1            KsDenit2            KsDenit3            KsDenit4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    200401        0.200000E+00        0.300000E+00        0.448605E+01        0.164702E+02        0.101566E+02        0.241250E+02        0.241250E+01        0.241250E+03        0.150000E+01        0.600000E+01        0.326813E-02        0.309255E-01        0.201042E-05        0.402083E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.102077E-02        0.501223E-01        0.122208E-03        0.403450E-04        0.306346E+00        0.180000E+01        0.103073E-01        0.985411E-11        0.100000E-02        0.224363E-06        0.520552E-09        0.122195E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.240071E-01        0.791274E-05        0.200000E-01        0.500000E+00        0.723750E-04        0.164854E-03        0.296949E-03        0.574420E-02        0.100000E+03        0.288085E-03        0.432127E-03        0.100000E+01        0.152455E-01        0.444735E+02        0.835806E-01        0.197878E+00        0.154548E+00        0.995120E-01        0.402083E-01        0.482500E-03        0.723750E-03        0.723750E-03        0.723750E-03        0.723750E-03
    200402        0.200000E+00        0.300000E+00        0.374108E+01        0.140365E+02        0.844609E+01        0.226229E+02        0.226229E+01        0.226229E+03        0.150000E+01        0.600000E+01        0.313107E-02        0.305962E-01        0.188524E-05        0.377047E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.922922E-03        0.501223E-01        0.117083E-03        0.378329E-04        0.313217E+00        0.180000E+01        0.103073E-01        0.163671E-06        0.100000E-02        0.224363E-06        0.859756E-05        0.940479E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.217059E-01        0.641821E-05        0.200000E-01        0.500000E+00        0.678685E-04        0.154590E-03        0.412072E-03        0.574420E-02        0.100000E+03        0.260471E-03        0.390706E-03        0.100000E+01        0.137841E-01        0.333774E+02        0.534100E-01        0.135910E+00        0.111469E+00        0.630296E-01        0.377047E-01        0.452457E-03        0.678685E-03        0.678685E-03        0.678685E-03        0.678685E-03
    200403        0.200000E+00        0.300000E+00        0.282637E+01        0.844894E+01        0.522254E+01        0.243004E+02        0.243004E+01        0.243004E+03        0.150000E+01        0.600000E+01        0.328439E-02        0.309655E-01        0.202503E-05        0.405006E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.103187E-02        0.501223E-01        0.122816E-03        0.406382E-04        0.305511E+00        0.180000E+01        0.103073E-01        0.190455E-05        0.100000E-02        0.224363E-06        0.101112E-03        0.357782E-05        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.242680E-01        0.319113E-05        0.200000E-01        0.500000E+00        0.729010E-04        0.166053E-03        0.344886E-03        0.574420E-02        0.100000E+03        0.291216E-03        0.436824E-03        0.100000E+01        0.154112E-01        0.126861E+02        0.000000E+00        0.000000E+00        0.352164E-01        0.000000E+00        0.405006E-01        0.486006E-03        0.729010E-03        0.729010E-03        0.729010E-03        0.729010E-03
    200404        0.200000E+00        0.300000E+00        0.380436E+01        0.113630E+02        0.730985E+01        0.272305E+02        0.272305E+01        0.272305E+03        0.150000E+01        0.600000E+01        0.353907E-02        0.315347E-01        0.226921E-05        0.453842E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.123939E-02        0.501223E-01        0.132339E-03        0.455385E-04        0.293658E+00        0.180000E+01        0.103073E-01        0.137422E-05        0.100000E-02        0.224363E-06        0.798626E-04        0.149248E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.291487E-01        0.474082E-05        0.200000E-01        0.500000E+00        0.816915E-04        0.186075E-03        0.477823E-03        0.574420E-02        0.100000E+03        0.349785E-03        0.524677E-03        0.100000E+01        0.185106E-01        0.169397E+02        0.000000E+00        0.000000E+00        0.474916E-01        0.000000E+00        0.453842E-01        0.544610E-03        0.816915E-03        0.816915E-03        0.816915E-03        0.816915E-03
    200405        0.200000E+00        0.300000E+00        0.594102E+01        0.156613E+02        0.110383E+02        0.345814E+02        0.345814E+01        0.345814E+03        0.150000E+01        0.600000E+01        0.415266E-02        0.328276E-01        0.288179E-05        0.576357E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.179811E-02        0.501223E-01        0.155284E-03        0.578316E-04        0.266779E+00        0.180000E+01        0.103073E-01        0.134096E-05        0.100000E-02        0.224363E-06        0.880357E-04        0.180929E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.422891E-01        0.725479E-05        0.200000E-01        0.500000E+00        0.103744E-03        0.236306E-03        0.187425E-02        0.574420E-02        0.100000E+03        0.507469E-03        0.761204E-03        0.100000E+01        0.268553E-01        0.251840E+02        0.000000E+00        0.000000E+00        0.707552E-01        0.000000E+00        0.576357E-01        0.691628E-03        0.103744E-02        0.103744E-02        0.103744E-02        0.103744E-02
    200406        0.200000E+00        0.300000E+00        0.129217E+02        0.340353E+02        0.260612E+02        0.442138E+02        0.442138E+01        0.442138E+03        0.150000E+01        0.600000E+01        0.489408E-02        0.342098E-01        0.368449E-05        0.736897E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.263749E-02        0.501223E-01        0.183008E-03        0.739402E-04        0.238124E+00        0.180000E+01        0.103073E-01        0.986340E-09        0.100000E-02        0.224363E-06        0.728428E-07        0.181593E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.620303E-01        0.202473E-04        0.200000E-01        0.500000E+00        0.132641E-03        0.302128E-03        0.238347E-02        0.574420E-02        0.100000E+03        0.744364E-03        0.111655E-02        0.100000E+01        0.393918E-01        0.823539E+02        0.318110E+00        0.156529E+00        0.452033E+00        0.389980E+00        0.736897E-01        0.884276E-03        0.132641E-02        0.132641E-02        0.132641E-02        0.132641E-02
    200407        0.200000E+00        0.300000E+00        0.180005E+02        0.426117E+02        0.348055E+02        0.529060E+02        0.529060E+01        0.529060E+03        0.150000E+01        0.600000E+01        0.551449E-02        0.352419E-01        0.440884E-05        0.881767E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.349804E-02        0.501223E-01        0.206208E-03        0.884765E-04        0.216767E+00        0.180000E+01        0.103073E-01        0.111794E-10        0.100000E-02        0.224363E-06        0.988733E-09        0.206184E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.822693E-01        0.271160E-04        0.200000E-01        0.500000E+00        0.158718E-03        0.361525E-03        0.778057E-03        0.574420E-02        0.100000E+03        0.987233E-03        0.148085E-02        0.100000E+01        0.522444E-01        0.150317E+03        0.295500E+00        0.560862E+00        0.537940E+00        0.353936E+00        0.881767E-01        0.105812E-02        0.158718E-02        0.158718E-02        0.158718E-02        0.158718E-02
    200408        0.200000E+00        0.300000E+00        0.161398E+02        0.395216E+02        0.315915E+02        0.498837E+02        0.498837E+01        0.498837E+03        0.150000E+01        0.600000E+01        0.530372E-02        0.349035E-01        0.415697E-05        0.831394E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.318705E-02        0.501223E-01        0.198326E-03        0.834221E-04        0.223766E+00        0.180000E+01        0.103073E-01        0.160941E-09        0.100000E-02        0.224363E-06        0.135125E-07        0.198009E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.749551E-01        0.245661E-04        0.200000E-01        0.500000E+00        0.149651E-03        0.340872E-03        0.993899E-04        0.574420E-02        0.100000E+03        0.899462E-03        0.134919E-02        0.100000E+01        0.475996E-01        0.129702E+03        0.271722E+00        0.366697E+00        0.491546E+00        0.328736E+00        0.831394E-01        0.997673E-03        0.149651E-02        0.149651E-02        0.149651E-02        0.149651E-02
    200409        0.200000E+00        0.300000E+00        0.139317E+02        0.334580E+02        0.265432E+02        0.488278E+02        0.488278E+01        0.488278E+03        0.150000E+01        0.600000E+01        0.522845E-02        0.347786E-01        0.406898E-05        0.813796E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.308233E-02        0.501223E-01        0.195511E-03        0.816563E-04        0.226351E+00        0.180000E+01        0.103073E-01        0.420940E-06        0.100000E-02        0.224363E-06        0.357265E-04        0.138978E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.724923E-01        0.198463E-04        0.200000E-01        0.500000E+00        0.146483E-03        0.333656E-03        0.379417E-04        0.574420E-02        0.100000E+03        0.869908E-03        0.130486E-02        0.100000E+01        0.460356E-01        0.969786E+02        0.127779E+00        0.271187E+00        0.313336E+00        0.146589E+00        0.813796E-01        0.976555E-03        0.146483E-02        0.146483E-02        0.146483E-02        0.146483E-02
    200410        0.200000E+00        0.300000E+00        0.786036E+01        0.207879E+02        0.150596E+02        0.382661E+02        0.382661E+01        0.382661E+03        0.150000E+01        0.600000E+01        0.444331E-02        0.333895E-01        0.318884E-05        0.637768E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.210592E-02        0.501223E-01        0.166152E-03        0.639936E-04        0.255123E+00        0.180000E+01        0.103073E-01        0.756997E-06        0.100000E-02        0.224363E-06        0.554885E-04        0.979494E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.495283E-01        0.110436E-04        0.200000E-01        0.500000E+00        0.114798E-03        0.261485E-03        0.231219E-04        0.574420E-02        0.100000E+03        0.594340E-03        0.891509E-03        0.100000E+01        0.314525E-01        0.530954E+02        0.459527E-01        0.101817E+00        0.160801E+00        0.469625E-01        0.637768E-01        0.765321E-03        0.114798E-02        0.114798E-02        0.114798E-02        0.114798E-02
    200411        0.200000E+00        0.300000E+00        0.670154E+01        0.216409E+02        0.144860E+02        0.302144E+02        0.302144E+01        0.302144E+03        0.150000E+01        0.600000E+01        0.379489E-02        0.320954E-01        0.251786E-05        0.503573E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.145589E-02        0.501223E-01        0.141905E-03        0.505285E-04        0.281991E+00        0.180000E+01        0.103073E-01        0.158261E-10        0.100000E-02        0.224363E-06        0.993510E-09        0.141881E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.342405E-01        0.112857E-04        0.200000E-01        0.500000E+00        0.906431E-04        0.206465E-03        0.385775E-04        0.574420E-02        0.100000E+03        0.410886E-03        0.616328E-03        0.100000E+01        0.217441E-01        0.619708E+02        0.112742E+00        0.240547E+00        0.214460E+00        0.132728E+00        0.503573E-01        0.604287E-03        0.906431E-03        0.906431E-03        0.906431E-03        0.906431E-03
    200412        0.200000E+00        0.300000E+00        0.489091E+01        0.174772E+02        0.109663E+02        0.253391E+02        0.253391E+01        0.253391E+03        0.150000E+01        0.600000E+01        0.337707E-02        0.311807E-01        0.211159E-05        0.422317E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.110214E-02        0.501223E-01        0.126281E-03        0.423754E-04        0.301025E+00        0.180000E+01        0.103073E-01        0.127403E-10        0.100000E-02        0.224363E-06        0.690851E-09        0.126265E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.259209E-01        0.854353E-05        0.200000E-01        0.500000E+00        0.760172E-04        0.173150E-03        0.105407E-03        0.574420E-02        0.100000E+03        0.311051E-03        0.466576E-03        0.100000E+01        0.164608E-01        0.473894E+02        0.877095E-01        0.194703E+00        0.164430E+00        0.103839E+00        0.422317E-01        0.506781E-03        0.760172E-03        0.760172E-03        0.760172E-03        0.760172E-03
    200501        0.200000E+00        0.300000E+00        0.337080E+01        0.156564E+02        0.888381E+01        0.237625E+02        0.237625E+01        0.237625E+03        0.150000E+01        0.600000E+01        0.323558E-02        0.308491E-01        0.198021E-05        0.396042E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.996529E-03        0.501223E-01        0.120990E-03        0.397388E-04        0.307938E+00        0.180000E+01        0.103073E-01        0.126053E-10        0.100000E-02        0.224363E-06        0.663378E-09        0.120974E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.234370E-01        0.772484E-05        0.200000E-01        0.500000E+00        0.712876E-04        0.162377E-03        0.181054E-03        0.574420E-02        0.100000E+03        0.281244E-03        0.421866E-03        0.100000E+01        0.148834E-01        0.434245E+02        0.780561E-01        0.187388E+00        0.147633E+00        0.921115E-01        0.396042E-01        0.475250E-03        0.712876E-03        0.712876E-03        0.712876E-03        0.712876E-03
    200502        0.200000E+00        0.300000E+00        0.295652E+01        0.139787E+02        0.781996E+01        0.227725E+02        0.227725E+01        0.227725E+03        0.150000E+01        0.600000E+01        0.314445E-02        0.306273E-01        0.189771E-05        0.379541E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.932996E-03        0.501223E-01        0.117583E-03        0.380831E-04        0.312568E+00        0.180000E+01        0.103073E-01        0.472013E-08        0.100000E-02        0.224363E-06        0.237369E-06        0.112493E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.219428E-01        0.661562E-05        0.200000E-01        0.500000E+00        0.683174E-04        0.155612E-03        0.215382E-03        0.574420E-02        0.100000E+03        0.263314E-03        0.394970E-03        0.100000E+01        0.139346E-01        0.291719E+02        0.323759E-01        0.591365E-01        0.962041E-01        0.377466E-01        0.379541E-01        0.455449E-03        0.683174E-03        0.683174E-03        0.683174E-03        0.683174E-03
    200503        0.200000E+00        0.300000E+00        0.307067E+01        0.146353E+02        0.816640E+01        0.226469E+02        0.226469E+01        0.226469E+03        0.150000E+01        0.600000E+01        0.313282E-02        0.305987E-01        0.188724E-05        0.377449E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.925011E-03        0.501223E-01        0.117148E-03        0.378732E-04        0.313165E+00        0.180000E+01        0.103073E-01        0.460821E-09        0.100000E-02        0.224363E-06        0.243873E-07        0.116594E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.217550E-01        0.706860E-05        0.200000E-01        0.500000E+00        0.679407E-04        0.154754E-03        0.271203E-03        0.574420E-02        0.100000E+03        0.261060E-03        0.391590E-03        0.100000E+01        0.138153E-01        0.373990E+02        0.617809E-01        0.146214E+00        0.126793E+00        0.722204E-01        0.377449E-01        0.452938E-03        0.679407E-03        0.679407E-03        0.679407E-03        0.679407E-03
    200504        0.200000E+00        0.300000E+00        0.399433E+01        0.156232E+02        0.952850E+01        0.292816E+02        0.292816E+01        0.292816E+03        0.150000E+01        0.600000E+01        0.371224E-02        0.319056E-01        0.244014E-05        0.488028E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.139215E-02        0.501223E-01        0.138815E-03        0.489687E-04        0.285945E+00        0.180000E+01        0.103073E-01        0.590080E-06        0.100000E-02        0.224363E-06        0.372638E-04        0.739562E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.327415E-01        0.760073E-05        0.200000E-01        0.500000E+00        0.878449E-04        0.200091E-03        0.243084E-03        0.574420E-02        0.100000E+03        0.392898E-03        0.589347E-03        0.100000E+01        0.207922E-01        0.310052E+02        0.250599E-01        0.471316E-01        0.971306E-01        0.290982E-01        0.488027E-01        0.585633E-03        0.878449E-03        0.878449E-03        0.878449E-03        0.878449E-03
    200505        0.200000E+00        0.300000E+00        0.567819E+01        0.189457E+02        0.126738E+02        0.370207E+02        0.370207E+01        0.370207E+03        0.150000E+01        0.600000E+01        0.434260E-02        0.331875E-01        0.308506E-05        0.617011E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.200621E-02        0.501223E-01        0.162386E-03        0.619109E-04        0.259317E+00        0.180000E+01        0.103073E-01        0.611980E-06        0.100000E-02        0.224363E-06        0.405350E-04        0.467040E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.471834E-01        0.972550E-05        0.200000E-01        0.500000E+00        0.111062E-03        0.252975E-03        0.166547E-03        0.574420E-02        0.100000E+03        0.566201E-03        0.849302E-03        0.100000E+01        0.299634E-01        0.319789E+02        0.000000E+00        0.000000E+00        0.907804E-01        0.000000E+00        0.617011E-01        0.740413E-03        0.111062E-02        0.111062E-02        0.111062E-02        0.111062E-02
    200506        0.200000E+00        0.300000E+00        0.118433E+02        0.367824E+02        0.270082E+02        0.487084E+02        0.487084E+01        0.487084E+03        0.150000E+01        0.600000E+01        0.521880E-02        0.347597E-01        0.405903E-05        0.811806E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.307320E-02        0.501223E-01        0.195150E-03        0.814566E-04        0.226742E+00        0.180000E+01        0.103073E-01        0.147049E-08        0.100000E-02        0.224363E-06        0.116100E-06        0.192702E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.722777E-01        0.233444E-04        0.200000E-01        0.500000E+00        0.146125E-03        0.332841E-03        0.101349E-03        0.574420E-02        0.100000E+03        0.867333E-03        0.130100E-02        0.100000E+01        0.458993E-01        0.105502E+03        0.303670E+00        0.258399E+00        0.494150E+00        0.374795E+00        0.811806E-01        0.974167E-03        0.146125E-02        0.146125E-02        0.146125E-02        0.146125E-02
    200507        0.200000E+00        0.300000E+00        0.145115E+02        0.425068E+02        0.324074E+02        0.542991E+02        0.542991E+01        0.542991E+03        0.150000E+01        0.600000E+01        0.561207E-02        0.353997E-01        0.452492E-05        0.904984E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.364037E-02        0.501223E-01        0.209856E-03        0.908061E-04        0.213504E+00        0.180000E+01        0.103073E-01        0.625064E-10        0.100000E-02        0.224363E-06        0.563786E-08        0.209722E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.856168E-01        0.281574E-04        0.200000E-01        0.500000E+00        0.162897E-03        0.371044E-03        0.235607E-04        0.574420E-02        0.100000E+03        0.102740E-02        0.154110E-02        0.100000E+01        0.543702E-01        0.151803E+03        0.283821E+00        0.547636E+00        0.538101E+00        0.335963E+00        0.904984E-01        0.108598E-02        0.162897E-02        0.162897E-02        0.162897E-02        0.162897E-02
    200508        0.200000E+00        0.300000E+00        0.899392E+01        0.229046E+02        0.172629E+02        0.521795E+02        0.521795E+01        0.521795E+03        0.150000E+01        0.600000E+01        0.546498E-02        0.351653E-01        0.434829E-05        0.869658E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.342044E-02        0.501223E-01        0.204356E-03        0.872615E-04        0.218351E+00        0.180000E+01        0.103073E-01        0.130434E-05        0.100000E-02        0.224363E-06        0.114154E-03        0.535790E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.804443E-01        0.125745E-04        0.200000E-01        0.500000E+00        0.156538E-03        0.356560E-03        0.809693E-05        0.574420E-02        0.100000E+03        0.965332E-03        0.144800E-02        0.100000E+01        0.510854E-01        0.502042E+02        0.353706E-03        0.000000E+00        0.141604E+00        0.000000E+00        0.869658E-01        0.104359E-02        0.156538E-02        0.156538E-02        0.156538E-02        0.156538E-02
    200509        0.200000E+00        0.300000E+00        0.153331E+01        0.191732E+00        0.140253E+00        0.480473E+02        0.480473E+01        0.480473E+03        0.150000E+01        0.600000E+01        0.517150E-02        0.346807E-01        0.400394E-05        0.800788E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.300797E-02        0.501223E-01        0.193382E-03        0.803511E-04        0.228377E+00        0.180000E+01        0.103073E-01        0.231256E-05        0.100000E-02        0.224363E-06        0.193382E-03        0.116599E-10        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.707436E-01        0.143278E-07        0.200000E-01        0.500000E+00        0.144142E-03        0.328323E-03        0.766885E-05        0.574420E-02        0.100000E+03        0.848923E-03        0.127338E-02        0.100000E+01        0.449251E-01        0.196457E+02        0.000000E+00        0.000000E+00        0.497783E-01        0.000000E+00        0.800788E-01        0.960946E-03        0.144142E-02        0.144142E-02        0.144142E-02        0.144142E-02
    200510        0.200000E+00        0.300000E+00        0.569620E+01        0.189564E+02        0.126639E+02        0.383877E+02        0.383877E+01        0.383877E+03        0.150000E+01        0.600000E+01        0.445180E-02        0.334029E-01        0.319898E-05        0.639795E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.211826E-02        0.501223E-01        0.166470E-03        0.641970E-04        0.254844E+00        0.180000E+01        0.103073E-01        0.757164E-06        0.100000E-02        0.224363E-06        0.568146E-04        0.823957E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.498186E-01        0.100881E-04        0.200000E-01        0.500000E+00        0.115163E-03        0.262316E-03        0.200552E-04        0.574420E-02        0.100000E+03        0.597824E-03        0.896736E-03        0.100000E+01        0.316369E-01        0.408380E+02        0.140737E-01        0.326009E-01        0.117936E+00        0.143739E-01        0.639795E-01        0.767754E-03        0.115163E-02        0.115163E-02        0.115163E-02        0.115163E-02
    200511        0.200000E+00        0.300000E+00        0.522890E+01        0.210829E+02        0.130966E+02        0.303668E+02        0.303668E+01        0.303668E+03        0.150000E+01        0.600000E+01        0.380614E-02        0.321143E-01        0.253056E-05        0.506113E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.146969E-02        0.501223E-01        0.142326E-03        0.507834E-04        0.281598E+00        0.180000E+01        0.103073E-01        0.615556E-10        0.100000E-02        0.224363E-06        0.395235E-08        0.142231E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.345653E-01        0.113843E-04        0.200000E-01        0.500000E+00        0.911003E-04        0.207506E-03        0.586964E-04        0.574420E-02        0.100000E+03        0.414783E-03        0.622175E-03        0.100000E+01        0.219504E-01        0.606725E+02        0.854850E-01        0.206321E+00        0.190568E+00        0.936770E-01        0.506113E-01        0.607335E-03        0.911003E-03        0.911003E-03        0.911003E-03        0.911003E-03
    200512        0.200000E+00        0.300000E+00        0.387181E+01        0.172172E+02        0.100460E+02        0.257051E+02        0.257051E+01        0.257051E+03        0.150000E+01        0.600000E+01        0.340974E-02        0.312566E-01        0.214209E-05        0.428418E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.112689E-02        0.501223E-01        0.127503E-03        0.429875E-04        0.299442E+00        0.180000E+01        0.103073E-01        0.386325E-10        0.100000E-02        0.224363E-06        0.212652E-08        0.127452E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.265030E-01        0.873539E-05        0.200000E-01        0.500000E+00        0.771153E-04        0.175652E-03        0.184270E-03        0.574420E-02        0.100000E+03        0.318036E-03        0.477054E-03        0.100000E+01        0.168305E-01        0.476021E+02        0.622386E-01        0.152211E+00        0.143087E+00        0.671207E-01        0.428418E-01        0.514102E-03        0.771153E-03        0.771153E-03        0.771153E-03        0.771153E-03
    200601        0.200000E+00        0.300000E+00        0.388748E+01        0.172261E+02        0.100628E+02        0.257015E+02        0.257015E+01        0.257015E+03        0.150000E+01        0.600000E+01        0.340949E-02        0.312563E-01        0.214179E-05        0.428358E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.112655E-02        0.501223E-01        0.127494E-03        0.429815E-04        0.299449E+00        0.180000E+01        0.103073E-01        0.632608E-10        0.100000E-02        0.224363E-06        0.348762E-08        0.127410E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.264951E-01        0.873277E-05        0.200000E-01        0.500000E+00        0.771045E-04        0.175627E-03        0.244332E-03        0.574420E-02        0.100000E+03        0.317941E-03        0.476911E-03        0.100000E+01        0.168254E-01        0.449172E+02        0.514986E-01        0.117802E+00        0.133216E+00        0.518433E-01        0.428358E-01        0.514030E-03        0.771045E-03        0.771045E-03        0.771045E-03        0.771045E-03
    200602        0.200000E+00        0.300000E+00        0.330991E+01        0.144478E+02        0.839467E+01        0.253183E+02        0.253183E+01        0.253183E+03        0.150000E+01        0.600000E+01        0.337545E-02        0.311777E-01        0.210986E-05        0.421972E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.110044E-02        0.501223E-01        0.126221E-03        0.423407E-04        0.301086E+00        0.180000E+01        0.103073E-01        0.991491E-07        0.100000E-02        0.224363E-06        0.545547E-05        0.932594E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.258808E-01        0.685534E-05        0.200000E-01        0.500000E+00        0.759550E-04        0.173009E-03        0.217443E-03        0.574420E-02        0.100000E+03        0.310570E-03        0.465854E-03        0.100000E+01        0.164353E-01        0.260034E+02        0.964044E-02        0.224599E-01        0.756362E-01        0.988995E-02        0.421972E-01        0.506367E-03        0.759550E-03        0.759550E-03        0.759550E-03        0.759550E-03
    200603        0.200000E+00        0.300000E+00        0.310286E+01        0.132917E+02        0.769157E+01        0.250309E+02        0.250309E+01        0.250309E+03        0.150000E+01        0.600000E+01        0.334992E-02        0.311188E-01        0.208591E-05        0.417182E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.108085E-02        0.501223E-01        0.125266E-03        0.418601E-04        0.302313E+00        0.180000E+01        0.103073E-01        0.643600E-06        0.100000E-02        0.224363E-06        0.348623E-04        0.675973E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.254201E-01        0.621036E-05        0.200000E-01        0.500000E+00        0.750928E-04        0.171045E-03        0.216551E-03        0.574420E-02        0.100000E+03        0.305041E-03        0.457561E-03        0.100000E+01        0.161428E-01        0.266529E+02        0.224557E-01        0.545359E-01        0.815981E-01        0.251836E-01        0.417182E-01        0.500619E-03        0.750928E-03        0.750928E-03        0.750928E-03        0.750928E-03
