 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                kSOM               kPOM1               kPOM2                kPOM                kMOM                kQOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE                rNH4                fDOM       fNO3_Leaching        GPPscaler_VG             EA_POM1             EA_POM2              EA_MOM             EA_NFix              EA_Nit        EA_Denit_NO3        EA_Denit_NO2         EA_Denit_NO        EA_Denit_N2O               kNFix                kNit          kDenit_NO3          kDenit_NO2           kDenit_NO          kDenit_N2O              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    200311        0.181268E-04        0.438726E-05        0.115592E-03        0.574645E-04        0.762961E-05        0.765575E-05        0.131769E+01        0.128481E-02        0.183261E-02        0.429318E-04        0.300884E-04        0.819419E-03        0.926797E-03        0.372263E+00        0.638031E+00        0.832629E-01        0.638322E-04        0.643674E+00        0.100000E+01        0.271974E-03        0.669081E+00        0.123044E-03        0.343572E-03        0.212984E-02        0.191356E-07        0.242147E-05        0.149573E-08        0.369437E-09        0.452517E-09        0.291386E-09        0.117268E-07        0.169705E-02        0.128724E-05        0.452511E-06        0.546193E-06        0.332535E-06        0.209706E-17        0.138411E+01        0.138410E+01        0.857575E-05        0.258881E-04        0.279567E+01        0.161733E+00       -0.600348E+01        0.536000E+01
    200312        0.197587E-04        0.467979E-05        0.133028E-03        0.632978E-04        0.855340E-05        0.858504E-05        0.133833E+01        0.116296E-02        0.168307E-02        0.507599E-04        0.108133E-08        0.782575E-03        0.838249E-03        0.396657E+00        0.673048E+00        0.624089E-01        0.210444E-03        0.640907E+00        0.100000E+01        0.547806E-03        0.630090E+00        0.121153E-03        0.364937E-03        0.220448E-02        0.167767E-07        0.285550E-05        0.258444E-08        0.712323E-09        0.534060E-09        0.541136E-09        0.114683E-07        0.239325E-02        0.240175E-05        0.923636E-06        0.693210E-06        0.620630E-06        0.427451E-18        0.136716E+01        0.136714E+01        0.353156E-05        0.264604E-04        0.109226E+01        0.215903E+00       -0.135387E-01        0.536000E+01
    200401        0.177499E-04        0.395665E-05        0.128067E-03        0.578583E-04        0.779936E-05        0.783016E-05        0.138630E+01        0.970955E-03        0.141789E-02        0.459621E-04        0.733158E-09        0.671657E-03        0.697708E-03        0.374277E+00        0.691960E+00        0.382125E-01        0.296950E-03        0.640000E+00        0.100000E+01        0.737806E-03        0.615637E+00        0.963815E-04        0.329499E-03        0.188995E-02        0.149434E-07        0.242735E-05        0.253671E-08        0.613757E-09        0.472038E-09        0.566200E-09        0.107311E-07        0.227019E-02        0.270570E-05        0.847155E-06        0.651001E-06        0.689242E-06        0.297175E-17        0.135086E+01        0.135083E+01        0.138142E-05        0.232372E-04       -0.214516E+00        0.227710E+00       -0.116945E-01        0.545000E+01
    200402        0.150887E-04        0.351063E-05        0.114476E-03        0.494506E-04        0.685532E-05        0.688391E-05        0.143530E+01        0.795277E-03        0.117070E-02        0.345791E-04        0.152591E-04        0.560741E-03        0.577148E-03        0.350007E+00        0.708289E+00        0.199269E-01        0.412060E-03        0.640011E+00        0.100000E+01        0.508034E-03        0.615980E+00        0.799366E-04        0.274618E-03        0.155213E-02        0.130678E-07        0.170286E-05        0.152461E-08        0.390474E-09        0.313147E-09        0.347234E-09        0.925023E-08        0.170145E-02        0.183566E-05        0.584787E-06        0.466555E-06        0.462208E-06        0.359753E-17        0.133569E+01        0.133568E+01        0.144198E-05        0.198693E-04       -0.153414E+01        0.191793E+00       -0.914103E-01        0.545000E+01
    200403        0.821712E-05        0.246290E-05        0.629669E-04        0.267144E-04        0.389191E-05        0.390595E-05        0.163767E+01        0.704777E-03        0.101099E-02        0.123595E-05        0.161536E-03        0.467493E-03        0.446108E-03        0.267333E+00        0.687160E+00       -0.822453E-01        0.344888E-03        0.642952E+00        0.100000E+01        0.000000E+00        0.670682E+00        0.603836E-04        0.161820E-03        0.950048E-03        0.143444E-07        0.608914E-06        0.000000E+00        0.000000E+00        0.901724E-10        0.000000E+00        0.861601E-08        0.479768E-03        0.000000E+00        0.000000E+00        0.123608E-06        0.000000E+00        0.121005E-17        0.132636E+01        0.132634E+01        0.881058E-05        0.162791E-04       -0.541935E-01        0.793871E-01       -0.129823E+01        0.545000E+01
    200404        0.984149E-05        0.295567E-05        0.748933E-04        0.314319E-04        0.483271E-05        0.485021E-05        0.153316E+01        0.123936E-02        0.174616E-02        0.598897E-05        0.101337E-03        0.789130E-03        0.881526E-03        0.364176E+00        0.662594E+00        0.100802E-01        0.477822E-03        0.649079E+00        0.100000E+01        0.000000E+00        0.956167E+00        0.812450E-04        0.212300E-03        0.131443E-02        0.177536E-07        0.823360E-06        0.000000E+00        0.000000E+00        0.110622E-09        0.000000E+00        0.840812E-08        0.459262E-03        0.000000E+00        0.000000E+00        0.136090E-06        0.000000E+00       -0.442071E-18        0.132218E+01        0.132219E+01        0.338389E-04        0.282622E-04        0.222233E+01        0.853667E-01       -0.730633E+00        0.545000E+01
    200405        0.113701E-04        0.368134E-05        0.799754E-04        0.350704E-04        0.570151E-05        0.571672E-05        0.184154E+01        0.249973E-02        0.340202E-02        0.917693E-05        0.987853E-04        0.152195E-02        0.169472E-02        0.459047E+00        0.673207E+00       -0.589425E-02        0.187438E-02        0.658960E+00        0.100000E+01        0.000000E+00        0.254814E+01        0.129528E-03        0.291594E-03        0.200434E-02        0.295027E-07        0.163285E-05        0.000000E+00        0.000000E+00        0.149993E-09        0.000000E+00        0.117054E-07        0.592370E-03        0.000000E+00        0.000000E+00        0.142875E-06        0.000000E+00       -0.265695E-17        0.134043E+01        0.134046E+01        0.953050E-04        0.612352E-04        0.738710E+01        0.852258E-01       -0.690839E+00        0.545000E+01
    200406        0.220608E-04        0.660940E-05        0.141606E-03        0.654401E-04        0.110513E-04        0.110720E-04        0.216739E+01        0.475607E-02        0.628078E-02        0.957428E-04        0.818915E-07        0.273821E-02        0.266967E-02        0.525647E+00        0.688361E+00       -0.766772E-01        0.238360E-02        0.640497E+00        0.100000E+01        0.202183E-02        0.542558E+01        0.294361E-03        0.650701E-03        0.490512E-02        0.478990E-07        0.636307E-05        0.103433E-07        0.304886E-09        0.880636E-09        0.182363E-08        0.406486E-07        0.404513E-02        0.720542E-05        0.228206E-06        0.660000E-06        0.119519E-05       -0.387673E-18        0.136539E+01        0.136543E+01        0.145152E-03        0.113311E-03        0.128800E+02        0.270333E+00       -0.122637E-01        0.545000E+01
    200407        0.260784E-04        0.803985E-05        0.154626E-03        0.750582E-04        0.128659E-04        0.128917E-04        0.240245E+01        0.674216E-02        0.864575E-02        0.103662E-03        0.103748E-08        0.331253E-02        0.307079E-02        0.502239E+00        0.675668E+00       -0.102666E+00        0.778066E-03        0.636653E+00        0.100000E+01        0.808065E-03        0.492015E+01        0.428810E-03        0.848223E-03        0.683984E-02        0.592093E-07        0.107465E-04        0.872272E-08        0.103307E-08        0.955480E-09        0.157327E-08        0.571376E-07        0.616259E-02        0.523175E-05        0.653504E-06        0.599903E-06        0.932581E-06        0.623957E-19        0.138508E+01        0.138509E+01        0.140127E-03        0.122498E-03        0.169935E+02        0.230097E+00       -0.116168E-01        0.545000E+01
    200408        0.267457E-04        0.782672E-05        0.155430E-03        0.766856E-04        0.126949E-04        0.127274E-04        0.199371E+01        0.571167E-02        0.740109E-02        0.962390E-04        0.139230E-07        0.307784E-02        0.302509E-02        0.485027E+00        0.657184E+00       -0.598307E-01        0.993876E-04        0.637000E+00        0.100000E+01        0.929265E-03        0.334317E+01        0.392953E-03        0.806792E-03        0.635575E-02        0.502629E-07        0.851595E-05        0.740424E-08        0.620500E-09        0.802435E-09        0.138142E-08        0.477875E-07        0.504613E-02        0.477215E-05        0.409240E-06        0.534188E-06        0.856228E-06        0.101129E-17        0.139285E+01        0.139286E+01        0.110380E-03        0.999299E-04        0.156484E+02        0.230968E+00       -0.140616E-01        0.545000E+01
    200409        0.234838E-04        0.694997E-05        0.135809E-03        0.670813E-04        0.109990E-04        0.110268E-04        0.205301E+01        0.475783E-02        0.617497E-02        0.622296E-04        0.420110E-04        0.246938E-02        0.235088E-02        0.422936E+00        0.654757E+00       -0.797685E-01        0.379429E-04        0.639174E+00        0.100000E+01        0.333300E-03        0.185132E+01        0.341647E-03        0.690738E-03        0.539072E-02        0.456365E-07        0.587274E-05        0.322044E-08        0.421511E-09        0.470096E-09        0.584547E-09        0.399672E-07        0.332968E-02        0.209764E-05        0.285659E-06        0.318862E-06        0.377853E-06        0.366188E-18        0.139690E+01        0.139689E+01        0.717457E-04        0.758805E-04        0.151567E+02        0.164100E+00       -0.242986E+00        0.545000E+01
    200410        0.178673E-04        0.500080E-05        0.107172E-03        0.521299E-04        0.800429E-05        0.801672E-05        0.170283E+01        0.241812E-02        0.326556E-02        0.412601E-04        0.727706E-04        0.139690E-02        0.142076E-02        0.366838E+00        0.640157E+00       -0.425936E-01        0.231230E-04        0.642559E+00        0.100000E+01        0.143120E-03        0.962638E+00        0.191414E-03        0.427245E-03        0.303978E-02        0.304138E-07        0.299841E-05        0.104854E-08        0.139402E-09        0.216841E-09        0.171442E-09        0.220196E-07        0.177670E-02        0.795802E-06        0.126294E-06        0.191247E-06        0.148216E-06       -0.351637E-17        0.139000E+01        0.139000E+01        0.328255E-04        0.420030E-04        0.962742E+01        0.135290E+00       -0.793369E+01        0.545000E+01
    200411        0.213411E-04        0.524735E-05        0.136142E-03        0.635004E-04        0.945952E-05        0.948611E-05        0.135421E+01        0.161989E-02        0.227960E-02        0.562215E-04        0.111112E-08        0.104907E-02        0.109482E-02        0.394482E+00        0.653233E+00        0.337414E-01        0.385774E-04        0.640760E+00        0.100000E+01        0.722833E-03        0.666910E+00        0.160713E-03        0.437504E-03        0.287936E-02        0.208872E-07        0.334674E-05        0.248699E-08        0.309279E-09        0.266783E-09        0.488456E-09        0.152669E-07        0.251628E-02        0.223001E-05        0.339237E-06        0.293928E-06        0.488418E-06        0.820013E-18        0.137875E+01        0.137872E+01        0.831918E-05        0.320386E-04        0.446300E+01        0.223967E+00       -0.127083E-01        0.545000E+01
    200412        0.186860E-04        0.449543E-05        0.127367E-03        0.565374E-04        0.837945E-05        0.841007E-05        0.131374E+01        0.107753E-02        0.156220E-02        0.478325E-04        0.936627E-09        0.734292E-03        0.799578E-03        0.377018E+00        0.681815E+00        0.816798E-01        0.105404E-03        0.639547E+00        0.100000E+01        0.715839E-03        0.615761E+00        0.114996E-03        0.344528E-03        0.213208E-02        0.153478E-07        0.238542E-05        0.182583E-08        0.228631E-09        0.187113E-09        0.385587E-09        0.113684E-07        0.218301E-02        0.199358E-05        0.300011E-06        0.245507E-06        0.445539E-06       -0.280531E-17        0.136277E+01        0.136274E+01        0.140576E-05        0.235540E-04        0.807419E+00        0.224710E+00       -0.123584E-01        0.545000E+01
    200501        0.160089E-04        0.325552E-05        0.118722E-03        0.497155E-04        0.709763E-05        0.712515E-05        0.138469E+01        0.880417E-03        0.128832E-02        0.425574E-04        0.100761E-08        0.618313E-03        0.644492E-03        0.349897E+00        0.702405E+00        0.415986E-01        0.181051E-03        0.639000E+00        0.100000E+01        0.685419E-03        0.610690E+00        0.781556E-04        0.300594E-03        0.169387E-02        0.133694E-07        0.202806E-05        0.150774E-08        0.200660E-09        0.152817E-09        0.331151E-09        0.999266E-08        0.200407E-02        0.177499E-05        0.281319E-06        0.214512E-06        0.427051E-06        0.325187E-17        0.134606E+01        0.134605E+01        0.614681E-06        0.205137E-04       -0.520323E+00        0.224032E+00       -0.123577E-01        0.564000E+01
    200502        0.139198E-04        0.294461E-05        0.107944E-03        0.432507E-04        0.639914E-05        0.642537E-05        0.142260E+01        0.758893E-03        0.111657E-02        0.371170E-04        0.410843E-06        0.541665E-03        0.552634E-03        0.327210E+00        0.713984E+00        0.216797E-01        0.215393E-03        0.639327E+00        0.100000E+01        0.312786E-03        0.611705E+00        0.679421E-04        0.261686E-03        0.146655E-02        0.120482E-07        0.127349E-05        0.596761E-09        0.596220E-10        0.922650E-10        0.132595E-09        0.877323E-08        0.128001E-02        0.724114E-06        0.839970E-07        0.133008E-06        0.166208E-06       -0.240200E-17        0.133326E+01        0.133324E+01        0.781738E-06        0.181647E-04       -0.140964E+01        0.164071E+00       -0.527014E-01        0.564000E+01
    200503        0.138204E-04        0.305901E-05        0.111112E-03        0.427386E-04        0.662519E-05        0.665173E-05        0.141871E+01        0.796219E-03        0.117239E-02        0.407461E-04        0.434362E-07        0.577453E-03        0.595628E-03        0.347711E+00        0.725821E+00        0.263229E-01        0.271196E-03        0.640000E+00        0.100000E+01        0.599094E-03        0.636187E+00        0.700769E-04        0.266538E-03        0.150860E-02        0.116138E-07        0.151984E-05        0.104643E-08        0.131969E-09        0.110422E-09        0.234817E-09        0.796358E-08        0.145837E-02        0.128779E-05        0.195460E-06        0.163132E-06        0.323715E-06        0.116375E-17        0.132204E+01        0.132203E+01        0.445068E-05        0.196776E-04       -0.152419E+01        0.210903E+00       -0.193071E-01        0.564000E+01
    200504        0.116468E-04        0.311214E-05        0.927242E-04        0.348983E-04        0.601626E-05        0.603500E-05        0.178069E+01        0.129791E-02        0.181799E-02        0.264256E-04        0.671928E-04        0.842925E-03        0.791836E-03        0.337679E+00        0.728831E+00       -0.823716E-01        0.243072E-03        0.642107E+00        0.100000E+01        0.221150E-03        0.777685E+00        0.916292E-04        0.278413E-03        0.174667E-02        0.172456E-07        0.119737E-05        0.405424E-09        0.399240E-10        0.779408E-10        0.918858E-10        0.116478E-07        0.920922E-03        0.459924E-06        0.536385E-07        0.944446E-07        0.117855E-06        0.461687E-17        0.131161E+01        0.131160E+01        0.210600E-04        0.284161E-04        0.370367E+01        0.134600E+00       -0.308425E+00        0.564000E+01
    200505        0.114752E-04        0.351015E-05        0.859685E-04        0.331282E-04        0.619723E-05        0.621121E-05        0.186859E+01        0.253896E-02        0.341911E-02        0.201560E-04        0.616409E-04        0.158255E-02        0.157600E-02        0.399145E+00        0.703372E+00       -0.598637E-01        0.166543E-03        0.648673E+00        0.100000E+01        0.000000E+00        0.152330E+01        0.132720E-03        0.333110E-03        0.233527E-02        0.263098E-07        0.130467E-05        0.000000E+00        0.000000E+00        0.656069E-10        0.000000E+00        0.148007E-07        0.616587E-03        0.000000E+00        0.000000E+00        0.583735E-07        0.000000E+00        0.171705E-17        0.131453E+01        0.131454E+01        0.662059E-04        0.519757E-04        0.882516E+01        0.928065E-01       -0.396613E+00        0.564000E+01
    200506        0.189275E-04        0.578321E-05        0.128933E-03        0.527176E-04        0.103315E-04        0.103445E-04        0.206180E+01        0.535996E-02        0.695643E-02        0.920478E-04        0.151205E-06        0.319296E-02        0.309754E-02        0.475403E+00        0.701317E+00       -0.726815E-01        0.101346E-03        0.640292E+00        0.100000E+01        0.147010E-02        0.444721E+01        0.284626E-03        0.648919E-03        0.506407E-02        0.426529E-07        0.462154E-05        0.489071E-08        0.174982E-09        0.326818E-09        0.108648E-08        0.364567E-07        0.255975E-02        0.316352E-05        0.112261E-06        0.222077E-06        0.682248E-06       -0.309349E-17        0.133057E+01        0.133060E+01        0.130991E-03        0.100971E-03        0.150733E+02        0.244267E+00       -0.195693E-01        0.564000E+01
    200507        0.218215E-04        0.654843E-05        0.135923E-03        0.598001E-04        0.113972E-04        0.114226E-04        0.208652E+01        0.691011E-02        0.882062E-02        0.102150E-03        0.685346E-08        0.402081E-02        0.393896E-02        0.486203E+00        0.698515E+00       -0.631035E-01        0.235609E-04        0.636148E+00        0.100000E+01        0.745684E-03        0.635820E+01        0.357852E-03        0.761267E-03        0.620831E-02        0.473808E-07        0.617436E-05        0.423293E-08        0.347675E-09        0.327899E-09        0.933597E-09        0.463210E-07        0.346970E-02        0.249291E-05        0.209519E-06        0.200995E-06        0.549974E-06       -0.445188E-17        0.135649E+01        0.135653E+01        0.153758E-03        0.117497E-03        0.176161E+02        0.223161E+00       -0.140394E-01        0.564000E+01
    200508        0.130768E-04        0.426007E-05        0.762858E-04        0.358316E-04        0.635755E-05        0.636965E-05        0.213139E+01        0.550066E-02        0.703652E-02        0.245543E-04        0.148842E-03        0.326119E-02        0.324146E-02        0.420571E+00        0.687638E+00       -0.621633E-01        0.809683E-05        0.640313E+00        0.100000E+01        0.000000E+00        0.469834E+01        0.224702E-03        0.416223E-03        0.335200E-02        0.419853E-07        0.189290E-05        0.470968E-11        0.000000E+00        0.788032E-10        0.000000E+00        0.358942E-07        0.970283E-03        0.312755E-08        0.000000E+00        0.501032E-07        0.000000E+00        0.295566E-17        0.138466E+01        0.138470E+01        0.131106E-03        0.917008E-04        0.166935E+02        0.884516E-01       -0.323421E+01        0.564000E+01
    200509        0.225337E-06        0.789943E-06        0.693333E-06        0.738815E-06        0.563333E-07        0.563333E-07        0.229244E+01        0.286740E-02        0.370503E-02        0.224017E-06        0.249315E-03        0.167013E-02        0.166817E-02        0.261813E+00        0.634810E+00       -0.870426E-01        0.766735E-05        0.657778E+00        0.100000E+01        0.000000E+00        0.225665E+01        0.382860E-04        0.350000E-05        0.273667E-04        0.387247E-07        0.820857E-06        0.000000E+00        0.000000E+00        0.253406E-10        0.000000E+00        0.198217E-07        0.280142E-03        0.000000E+00        0.000000E+00        0.175551E-07        0.000000E+00        0.329225E-17        0.141260E+01        0.141264E+01        0.828734E-04        0.467606E-04        0.147667E+02        0.572333E-01       -0.100120E+03        0.564000E+01
    200510        0.154055E-04        0.367167E-05        0.870601E-04        0.428846E-04        0.647946E-05        0.649511E-05        0.158871E+01        0.231522E-02        0.312382E-02        0.326047E-04        0.623898E-04        0.131254E-02        0.135805E-02        0.350134E+00        0.605371E+00       -0.256488E-01        0.200532E-04        0.665768E+00        0.100000E+01        0.394194E-04        0.930977E+00        0.139526E-03        0.346591E-03        0.243860E-02        0.329188E-07        0.306619E-05        0.320643E-09        0.152423E-10        0.542317E-10        0.389556E-10        0.117836E-07        0.967873E-03        0.161193E-06        0.141663E-07        0.479874E-07        0.329893E-07       -0.109039E-17        0.142624E+01        0.142622E+01        0.315347E-04        0.378125E-04        0.968355E+01        0.109258E+00       -0.105132E+02        0.564000E+01
    200511        0.195715E-04        0.406189E-05        0.116767E-03        0.555137E-04        0.808913E-05        0.811435E-05        0.130774E+01        0.159979E-02        0.225096E-02        0.548303E-04        0.394721E-08        0.998998E-03        0.108042E-02        0.383653E+00        0.628826E+00        0.633733E-01        0.586982E-04        0.646458E+00        0.100000E+01        0.400467E-03        0.680578E+00        0.125455E-03        0.381081E-03        0.248025E-02        0.263604E-07        0.548447E-05        0.256565E-08        0.923910E-10        0.808267E-10        0.363386E-09        0.150554E-07        0.330899E-02        0.132107E-05        0.102232E-06        0.884493E-07        0.343177E-06        0.185436E-17        0.141397E+01        0.141396E+01        0.945830E-05        0.299283E-04        0.453833E+01        0.201567E+00       -0.175700E-01        0.564000E+01
    200512        0.173913E-04        0.349203E-05        0.110315E-03        0.501952E-04        0.721340E-05        0.723898E-05        0.131840E+01        0.106829E-02        0.154680E-02        0.465629E-04        0.270372E-08        0.709151E-03        0.768815E-03        0.363562E+00        0.663957E+00        0.762869E-01        0.184262E-03        0.638700E+00        0.100000E+01        0.308742E-03        0.616001E+00        0.906766E-04        0.305336E-03        0.186188E-02        0.211497E-07        0.413446E-05        0.223909E-08        0.637729E-10        0.554078E-10        0.323411E-09        0.165352E-07        0.394769E-02        0.150929E-05        0.824101E-07        0.718030E-07        0.376836E-06        0.335821E-18        0.139786E+01        0.139784E+01        0.143482E-05        0.226725E-04        0.111129E+01        0.196774E+00       -0.175839E-01        0.564000E+01
    200601        0.164601E-04        0.345105E-05        0.109032E-03        0.476441E-04        0.710930E-05        0.713453E-05        0.142035E+01        0.101168E-02        0.146352E-02        0.441231E-04        0.490097E-08        0.689534E-03        0.692527E-03        0.344558E+00        0.681413E+00        0.487872E-02        0.244347E-03        0.638000E+00        0.100000E+01        0.196774E-03        0.610884E+00        0.895892E-04        0.300331E-03        0.183352E-02        0.209579E-07        0.361382E-05        0.186355E-08        0.459976E-10        0.470440E-10        0.246035E-09        0.171995E-07        0.362715E-02        0.160310E-05        0.595298E-07        0.610138E-07        0.303353E-06       -0.145037E-17        0.138266E+01        0.138263E+01        0.647317E-06        0.224829E-04        0.111000E+01        0.185839E+00       -0.204935E-01        0.564000E+01
    200602        0.133147E-04        0.295012E-05        0.915707E-04        0.386159E-04        0.594115E-05        0.596265E-05        0.148299E+01        0.872262E-03        0.125952E-02        0.294454E-04        0.862621E-05        0.597820E-03        0.578799E-03        0.305927E+00        0.685902E+00       -0.353784E-01        0.217442E-03        0.638643E+00        0.100000E+01        0.429286E-04        0.617286E+00        0.754638E-04        0.247710E-03        0.151000E-02        0.198186E-07        0.194339E-05        0.339302E-09        0.840774E-11        0.245839E-10        0.454256E-10        0.155251E-07        0.190082E-02        0.324979E-06        0.108817E-07        0.323124E-07        0.561895E-07        0.687454E-18        0.136757E+01        0.136756E+01        0.164796E-05        0.193341E-04        0.795714E+00        0.123000E+00       -0.126757E+00        0.564000E+01
    200603        0.118440E-04        0.277219E-05        0.839614E-04        0.343493E-04        0.543444E-05        0.545449E-05        0.145804E+01        0.876161E-03        0.126376E-02        0.231345E-04        0.554986E-04        0.601497E-03        0.609458E-03        0.314203E+00        0.689472E+00       -0.958247E-02        0.216561E-03        0.639531E+00        0.100000E+01        0.153145E-03        0.655977E+00        0.700996E-04        0.223739E-03        0.136561E-02        0.188108E-07        0.185732E-05        0.734603E-09        0.187583E-10        0.244188E-10        0.105786E-09        0.138339E-07        0.174333E-02        0.742187E-06        0.249274E-07        0.325211E-07        0.132980E-06        0.398298E-17        0.135644E+01        0.135642E+01        0.711162E-05        0.194196E-04        0.560000E+00        0.131742E+00       -0.283174E+00        0.564000E+01
    200604        0.209989E-05        0.105000E-05        0.141903E-04        0.611591E-05        0.958100E-06        0.960817E-06        0.186971E+01        0.958592E-03        0.131968E-02        0.251539E-06        0.208738E-03        0.583480E-03        0.558521E-03        0.219757E+00        0.653790E+00       -0.931209E-01        0.202451E-03        0.644983E+00        0.100000E+01        0.000000E+00        0.844122E+00        0.318067E-04        0.424499E-04        0.274354E-03        0.260107E-07        0.924699E-06        0.000000E+00        0.000000E+00        0.102145E-10        0.000000E+00        0.155643E-07        0.570394E-03        0.000000E+00        0.000000E+00        0.110577E-07        0.000000E+00        0.286709E-17        0.135458E+01        0.135460E+01        0.269949E-04        0.186826E-04        0.479833E+01        0.683667E-01       -0.601296E+02        0.564000E+01
    200605        0.106132E-04        0.325054E-05        0.686640E-04        0.292741E-04        0.524352E-05        0.525513E-05        0.175450E+01        0.283195E-02        0.377834E-02        0.178951E-04        0.874020E-04        0.158017E-02        0.164530E-02        0.391084E+00        0.617148E+00       -0.284374E-01        0.297083E-03        0.653114E+00        0.100000E+01        0.790323E-05        0.164151E+01        0.131755E-03        0.289516E-03        0.213214E-02        0.408288E-07        0.251145E-05        0.168656E-09        0.335484E-11        0.237118E-10        0.177043E-10        0.207227E-07        0.100669E-02        0.875268E-07        0.241613E-08        0.194765E-07        0.122661E-07        0.984871E-18        0.136535E+01        0.136536E+01        0.715616E-04        0.520735E-04        0.101794E+02        0.894516E-01       -0.116497E+01        0.564000E+01
    200606        0.193997E-04        0.546876E-05        0.118944E-03        0.521158E-04        0.969956E-05        0.971937E-05        0.194810E+01        0.530514E-02        0.691001E-02        0.916707E-04        0.132758E-06        0.288039E-02        0.289860E-02        0.477186E+00        0.632760E+00       -0.490193E-01        0.368569E-03        0.640185E+00        0.100000E+01        0.153528E-02        0.425492E+01        0.267576E-03        0.600065E-03        0.472831E-02        0.595271E-07        0.679304E-05        0.994836E-08        0.184732E-10        0.103671E-09        0.136785E-08        0.509469E-07        0.381931E-02        0.617062E-05        0.124810E-07        0.712519E-07        0.858054E-06        0.128126E-17        0.138250E+01        0.138254E+01        0.126225E-03        0.962216E-04        0.150733E+02        0.235033E+00       -0.265933E-01        0.564000E+01
    200607        0.205347E-04        0.598327E-05        0.117165E-03        0.540102E-04        0.100804E-04        0.100954E-04        0.222446E+01        0.739582E-02        0.937182E-02        0.790968E-04        0.178053E-04        0.373414E-02        0.352254E-02        0.467336E+00        0.635204E+00       -0.867706E-01        0.169652E-03        0.636548E+00        0.100000E+01        0.270426E-03        0.579001E+01        0.342267E-03        0.689680E-03        0.574129E-02        0.712396E-07        0.889395E-05        0.474869E-08        0.962340E-10        0.807762E-10        0.628438E-09        0.690210E-07        0.483008E-02        0.272980E-05        0.583739E-07        0.480245E-07        0.368983E-06       -0.103168E-17        0.140704E+01        0.140707E+01        0.147081E-03        0.117182E-03        0.187710E+02        0.164065E+00       -0.121658E+00        0.564000E+01
    200608        0.897901E-05        0.316602E-05        0.486238E-04        0.235481E-04        0.419713E-05        0.420206E-05        0.216528E+01        0.591139E-02        0.746752E-02        0.157383E-04        0.143173E-03        0.306153E-02        0.303544E-02        0.376351E+00        0.588438E+00       -0.675824E-01        0.156215E-04        0.642505E+00        0.100000E+01        0.000000E+00        0.502133E+01        0.182149E-03        0.290573E-03        0.241949E-02        0.660329E-07        0.321735E-05        0.000000E+00        0.000000E+00        0.258856E-10        0.000000E+00        0.545004E-07        0.153073E-02        0.000000E+00        0.000000E+00        0.151088E-07        0.000000E+00        0.461984E-17        0.143223E+01        0.143227E+01        0.131887E-03        0.871491E-04        0.186065E+02        0.799677E-01       -0.356673E+02        0.564000E+01
    200609        0.567812E-05        0.196058E-05        0.292528E-04        0.149040E-04        0.242700E-05        0.243033E-05        0.207650E+01        0.375363E-02        0.484079E-02        0.119446E-04        0.146931E-03        0.197678E-02        0.213650E-02        0.324995E+00        0.574439E+00       -0.439751E-01        0.114763E-03        0.656113E+00        0.100000E+01        0.000000E+00        0.331026E+01        0.996335E-04        0.157612E-03        0.124973E-02        0.548657E-07        0.238137E-05        0.569723E-10        0.245653E-12        0.157049E-10        0.139333E-11        0.287863E-07        0.809846E-03        0.290208E-07        0.149861E-09        0.104126E-07        0.835000E-09        0.178353E-17        0.146660E+01        0.146664E+01        0.100558E-03        0.596294E-04        0.150467E+02        0.717667E-01       -0.704172E+02        0.564000E+01
    200610        0.112500E-04        0.249846E-05        0.596371E-04        0.301714E-04        0.431593E-05        0.432735E-05        0.170069E+01        0.166752E-02        0.228145E-02        0.331247E-04        0.864587E-04        0.875130E-03        0.924597E-03        0.289755E+00        0.551012E+00       -0.224419E-01        0.232196E-03        0.658655E+00        0.100000E+01        0.160485E-03        0.816005E+00        0.870960E-04        0.217355E-03        0.146133E-02        0.397511E-07        0.395709E-05        0.173821E-08        0.251648E-10        0.192160E-10        0.191459E-09        0.167195E-07        0.163887E-02        0.912295E-06        0.250655E-07        0.186489E-07        0.161593E-06       -0.117310E-17        0.148000E+01        0.148000E+01        0.237415E-04        0.279345E-04        0.876871E+01        0.124968E+00       -0.508164E+02        0.564000E+01
